기준년월,기초지자체,중분류,소비액(천원),전년도 지출액
202210,파주시,관광총소비,1.49406584E8,1.33212956E8
202211,파주시,관광총소비,1.19065377E8,1.14555871E8
202212,파주시,관광총소비,1.10618619E8,1.00791023E8
202301,파주시,관광총소비,9.9139946E7,1.01405836E8
202302,파주시,관광총소비,9.8611638E7,8.1164619E7
202303,파주시,관광총소비,1.20127774E8,1.06848111E8
202304,파주시,관광총소비,1.19340331E8,1.2368024E8
202305,파주시,관광총소비,1.22954033E8,1.34060043E8
202306,파주시,관광총소비,1.09539424E8,1.17779635E8
202307,파주시,관광총소비,1.12004725E8,1.1907988E8
202308,파주시,관광총소비,1.11099792E8,1.15504355E8
202309,파주시,관광총소비,1.27856888E8,1.26297211E8
202210,파주시,호텔,55599.0,103167.0
202210,파주시,캠핑장/펜션,70422.0,56071.0
202210,파주시,기타숙박,851817.0,711572.0
202210,파주시,여행업,25880.0,65504.0
202210,파주시,육상운송,1.7392176E7,1.5908889E7
202210,파주시,레저용품쇼핑,1931777.0,1663185.0
202210,파주시,기타관광쇼핑,1.8705623E7,1.7848603E7
202210,파주시,관광유원시설,559814.0,679846.0
202210,파주시,골프장,1.3151862E7,1.0574369E7
202210,파주시,기타레저,2318836.0,1676627.0
202210,파주시,문화서비스,488075.0,567735.0
202210,파주시,대형쇼핑몰,5.2970347E7,5.0522457E7
202210,파주시,의료관광,181134.0,188054.0
202210,파주시,뷰티,1194052.0,930696.0
202210,파주시,일반외식업,3.2308578E7,2.5516305E7
202210,파주시,제과음료업,7200593.0,6192936.0
202211,파주시,호텔,63204.0,119479.0
202211,파주시,캠핑장/펜션,53256.0,48789.0
202211,파주시,기타숙박,755453.0,709236.0
202211,파주시,여행업,12156.0,39818.0
202211,파주시,렌터카,4542.0,1479.0
202211,파주시,레저용품쇼핑,1872466.0,1681843.0
202211,파주시,기타관광쇼핑,1.7329277E7,1.6682538E7
202211,파주시,관광유원시설,246024.0,328844.0
202211,파주시,골프장,9681651.0,8466295.0
202211,파주시,기타레저,1563233.0,1315263.0
202211,파주시,문화서비스,399113.0,521851.0
202211,파주시,육상운송,1.6102853E7,1.5154733E7
202211,파주시,대형쇼핑몰,3.7130714E7,4.0208917E7
202211,파주시,의료관광,196864.0,185712.0
202211,파주시,뷰티,1131666.0,861165.0
202211,파주시,일반외식업,2.6937209E7,2.3339852E7
202211,파주시,제과음료업,5585698.0,4890058.0
202212,파주시,호텔,49756.0,100358.0
202212,파주시,캠핑장/펜션,44166.0,48895.0
202212,파주시,기타숙박,890207.0,683295.0
202212,파주시,렌터카,315.0,1203.0
202212,파주시,레저용품쇼핑,1704673.0,1254729.0
202212,파주시,기타관광쇼핑,1.6565382E7,1.6541231E7
202212,파주시,관광유원시설,187295.0,251892.0
202212,파주시,골프장,2447254.0,3839353.0
202212,파주시,기타레저,1401531.0,983589.0
202212,파주시,문화서비스,702801.0,562336.0
202212,파주시,여행업,30343.0,3892.0
202212,파주시,육상운송,1.6121689E7,1.526977E7
202212,파주시,대형쇼핑몰,3.6332802E7,3.378699E7
202212,파주시,의료관광,250426.0,219870.0
202212,파주시,뷰티,1213794.0,949394.0
202212,파주시,일반외식업,2.6860096E7,2.1104021E7
202212,파주시,제과음료업,5816089.0,5190206.0
202301,파주시,호텔,44907.0,128462.0
202301,파주시,캠핑장/펜션,48774.0,56199.0
202301,파주시,기타숙박,667486.0,591235.0
202301,파주시,여행업,19078.0,4500.0
202301,파주시,렌터카,17938.0,7631.0
202301,파주시,레저용품쇼핑,1085115.0,1187552.0
202301,파주시,기타관광쇼핑,1.6283743E7,1.849235E7
202301,파주시,관광유원시설,189211.0,216243.0
202301,파주시,골프장,1313914.0,2205502.0
202301,파주시,기타레저,1370816.0,1128804.0
202301,파주시,문화서비스,674454.0,569073.0
202301,파주시,육상운송,1.3950796E7,1.4439405E7
202301,파주시,대형쇼핑몰,3.0934629E7,3.4175517E7
202301,파주시,의료관광,174941.0,184210.0
202301,파주시,뷰티,1227189.0,965487.0
202301,파주시,일반외식업,2.5133564E7,2.1195148E7
202301,파주시,제과음료업,6003393.0,5858518.0
202302,파주시,호텔,45765.0,115763.0
202302,파주시,캠핑장/펜션,111108.0,41825.0
202302,파주시,기타숙박,621540.0,626173.0
202302,파주시,렌터카,2492.0,2306.0
202302,파주시,레저용품쇼핑,1358343.0,950647.0
202302,파주시,기타관광쇼핑,1.3989431E7,1.3904035E7
202302,파주시,관광유원시설,258086.0,161152.0
202302,파주시,골프장,4170108.0,3337757.0
202302,파주시,기타레저,1436086.0,862339.0
202302,파주시,문화서비스,418863.0,437487.0
202302,파주시,여행업,39901.0,16245.0
202302,파주시,육상운송,1.2935552E7,1.2491184E7
202302,파주시,대형쇼핑몰,3.1613008E7,2.5687408E7
202302,파주시,의료관광,168021.0,146441.0
202302,파주시,뷰티,1171624.0,719277.0
202302,파주시,일반외식업,2.4661125E7,1.6877945E7
202302,파주시,제과음료업,5610587.0,4786636.0
202303,파주시,호텔,49336.0,138845.0
202303,파주시,캠핑장/펜션,77958.0,48314.0
202303,파주시,기타숙박,628752.0,671611.0
202303,파주시,여행업,129162.0,3948.0
202303,파주시,육상운송,1.434523E7,1.7049297E7
202303,파주시,렌터카,12976.0,10737.0
202303,파주시,레저용품쇼핑,1770144.0,1295659.0
202303,파주시,기타관광쇼핑,1.611786E7,1.6908389E7
202303,파주시,관광유원시설,402666.0,256315.0
202303,파주시,골프장,9322580.0,7926333.0
202303,파주시,기타레저,1506269.0,1124538.0
202303,파주시,문화서비스,422735.0,393997.0
202303,파주시,대형쇼핑몰,3.9840218E7,3.2687154E7
202303,파주시,의료관광,239505.0,213483.0
202303,파주시,뷰티,1174854.0,873300.0
202303,파주시,일반외식업,2.7677943E7,2.1805136E7
202303,파주시,제과음료업,6409584.0,5441055.0
202304,파주시,호텔,38336.0,106846.0
202304,파주시,캠핑장/펜션,43500.0,51597.0
202304,파주시,기타숙박,601126.0,704335.0
202304,파주시,여행업,100954.0,29837.0
202304,파주시,육상운송,1.3034075E7,1.7358996E7
202304,파주시,렌터카,2899.0,12910.0
