지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,931.0,2.99
41113,수원시 권선구,1117.0,2.91
41115,수원시 팔달구,661.0,2.69
41117,수원시 영통구,885.0,2.96
41131,성남시 수정구,891.0,2.92
41133,성남시 중원구,1062.0,2.78
41135,성남시 분당구,852.0,3.02
41150,의정부시,1443.0,2.97
41171,안양시 만안구,1007.0,2.87
41173,안양시 동안구,1089.0,2.97
41190,부천시,1351.0,3.02
41210,광명시,784.0,2.89
41220,평택시,2176.0,3.04
41250,동두천시,1363.0,2.86
41271,안산시 상록구,1463.0,2.95
41273,안산시 단원구,1163.0,2.8
41281,고양시 덕양구,894.0,2.97
41285,고양시 일산동구,859.0,3.03
41287,고양시 일산서구,878.0,2.94
41290,과천시,591.0,3.1
41310,구리시,613.0,2.87
41360,남양주시,1251.0,2.96
41370,오산시,1409.0,3.01
41390,시흥시,1119.0,2.91
41410,군포시,1153.0,2.97
41430,의왕시,616.0,2.86
41450,하남시,758.0,2.97
41461,용인시 처인구,1012.0,2.76
41463,용인시 기흥구,1068.0,3.03
41465,용인시 수지구,1214.0,3.02
41480,파주시,1145.0,2.88
41500,이천시,1087.0,2.91
41550,안성시,971.0,2.8
41570,김포시,1302.0,2.98
41590,화성시,1493.0,2.92
41610,광주시,959.0,2.92
41630,양주시,1134.0,2.87
41650,포천시,1192.0,2.58
41670,여주시,970.0,2.71
41800,연천군,1233.0,2.58
41820,가평군,895.0,2.26
41830,양평군,780.0,2.47
