기준년월,기초지자체,중분류,소비액(천원),전년도 지출액
202401,파주시,렌터카,13786.0,17938.0
202401,파주시,레저용품쇼핑,1123545.0,1085115.0
202401,파주시,기타관광쇼핑,1.4188124E7,1.6283743E7
202401,파주시,관광유원시설,160267.0,189211.0
202401,파주시,골프장,1324306.0,1313914.0
202401,파주시,기타레저,1195358.0,1370816.0
202401,파주시,문화서비스,524635.0,674454.0
202401,파주시,여행업,74952.0,19078.0
202401,파주시,육상운송,1.1595652E7,1.3950796E7
202401,파주시,대형쇼핑몰,2.4607407E7,3.0934629E7
202401,파주시,의료관광,196581.0,174941.0
202401,파주시,뷰티,1234263.0,1227189.0
202401,파주시,일반외식업,2.4402811E7,2.5133564E7
202401,파주시,제과음료업,5531026.0,6003393.0
202402,파주시,호텔,69555.0,45765.0
202402,파주시,캠핑장/펜션,35639.0,111108.0
202402,파주시,기타숙박,505179.0,621540.0
202402,파주시,렌터카,8863.0,2492.0
202402,파주시,레저용품쇼핑,1405028.0,1358343.0
202402,파주시,기타관광쇼핑,1.5550551E7,1.3989431E7
202402,파주시,관광유원시설,229259.0,258086.0
202402,파주시,골프장,2918393.0,4170108.0
202402,파주시,기타레저,1286374.0,1436086.0
202402,파주시,문화서비스,645278.0,418863.0
202402,파주시,여행업,112667.0,39901.0
202402,파주시,육상운송,1.108477E7,1.2935552E7
202402,파주시,대형쇼핑몰,3.0279975E7,3.1613008E7
202402,파주시,의료관광,215141.0,168021.0
202402,파주시,뷰티,1296130.0,1171624.0
202402,파주시,일반외식업,2.4532147E7,2.4661125E7
202402,파주시,제과음료업,5974116.0,5610587.0
202403,파주시,호텔,55219.0,49336.0
202403,파주시,캠핑장/펜션,49577.0,77958.0
202403,파주시,기타숙박,591839.0,628752.0
202403,파주시,여행업,51457.0,129162.0
202403,파주시,육상운송,1.2430481E7,1.434523E7
202403,파주시,렌터카,34162.0,12976.0
202403,파주시,레저용품쇼핑,1709997.0,1770144.0
202403,파주시,기타관광쇼핑,1.563428E7,1.611786E7
202403,파주시,관광유원시설,322987.0,402666.0
202403,파주시,골프장,8589930.0,9322580.0
202403,파주시,기타레저,1482192.0,1506269.0
202403,파주시,문화서비스,734877.0,422735.0
202403,파주시,대형쇼핑몰,4.1592639E7,3.9840218E7
202403,파주시,의료관광,273617.0,239505.0
202403,파주시,뷰티,1361603.0,1174854.0
202403,파주시,일반외식업,2.8706258E7,2.7677943E7
202403,파주시,제과음료업,6514664.0,6409584.0
202404,파주시,호텔,72608.0,38336.0
202404,파주시,캠핑장/펜션,61476.0,43500.0
202404,파주시,기타숙박,570095.0,601126.0
202404,파주시,여행업,60252.0,100954.0
202404,파주시,육상운송,1.2787452E7,1.3034075E7
202404,파주시,렌터카,8152.0,2899.0
202404,파주시,레저용품쇼핑,1853943.0,2100368.0
202404,파주시,기타관광쇼핑,1.5758001E7,1.6367784E7
202404,파주시,관광유원시설,476719.0,439883.0
202404,파주시,골프장,1.0843331E7,1.1031039E7
202404,파주시,기타레저,1608890.0,1777203.0
202404,파주시,문화서비스,579256.0,485428.0
202404,파주시,대형쇼핑몰,3.5757396E7,3.7356182E7
202404,파주시,의료관광,206052.0,214897.0
202404,파주시,뷰티,1097350.0,1177468.0
202404,파주시,일반외식업,2.7001884E7,2.7965897E7
202404,파주시,제과음료업,6015093.0,6603293.0
202405,파주시,호텔,61288.0,72253.0
202405,파주시,캠핑장/펜션,48450.0,51889.0
202405,파주시,기타숙박,619642.0,696370.0
202405,파주시,여행업,114442.0,191858.0
202405,파주시,육상운송,1.3056312E7,1.3008064E7
202405,파주시,렌터카,7509.0,5625.0
202405,파주시,레저용품쇼핑,2885862.0,2049986.0
202405,파주시,기타관광쇼핑,1.6552526E7,1.7465811E7
202405,파주시,관광유원시설,433859.0,442516.0
202405,파주시,골프장,1.1966227E7,1.1109331E7
202405,파주시,기타레저,1767238.0,1826074.0
202405,파주시,문화서비스,666619.0,685949.0
202405,파주시,대형쇼핑몰,3.3817133E7,3.7076456E7
202405,파주시,의료관광,233609.0,240308.0
202405,파주시,뷰티,1284726.0,1164984.0
202405,파주시,일반외식업,3.0269315E7,2.97625E7
202405,파주시,제과음료업,6648671.0,7104058.0
202406,파주시,호텔,43797.0,53467.0
202406,파주시,캠핑장/펜션,56638.0,42765.0
202406,파주시,기타숙박,640288.0,600832.0
202406,파주시,여행업,73638.0,131189.0
202406,파주시,육상운송,1.2199835E7,1.2072978E7
202406,파주시,렌터카,8312.0,6579.0
202406,파주시,레저용품쇼핑,1831325.0,1595083.0
202406,파주시,기타관광쇼핑,1.6154738E7,1.6787212E7
202406,파주시,관광유원시설,456580.0,397920.0
202406,파주시,골프장,1.1833727E7,1.1309651E7
202406,파주시,기타레저,1686315.0,1674251.0
202406,파주시,문화서비스,651312.0,829903.0
202406,파주시,대형쇼핑몰,3.2695002E7,2.8449696E7
202406,파주시,의료관광,245511.0,288714.0
202406,파주시,뷰티,1154693.0,1240065.0
202406,파주시,일반외식업,2.7893092E7,2.7551937E7
202406,파주시,제과음료업,6320366.0,6507181.0
202407,파주시,호텔,47091.0,76090.0
202407,파주시,캠핑장/펜션,34746.0,47499.0
202407,파주시,기타숙박,609814.0,671931.0
202407,파주시,여행업,66522.0,93880.0
202407,파주시,렌터카,3506.0,37451.0
202407,파주시,레저용품쇼핑,1534231.0,1459198.0
202407,파주시,기타관광쇼핑,1.5035887E7,1.6805757E7
202407,파주시,관광유원시설,320078.0,185463.0
202407,파주시,골프장,8648543.0,9933381.0
202407,파주시,기타레저,1383483.0,1771047.0
202407,파주시,문화서비스,673473.0,738674.0
202407,파주시,육상운송,1.3194028E7,1.2646267E7
202407,파주시,대형쇼핑몰,2.597898E7,2.9771384E7
202407,파주시,의료관광,187017.0,229319.0
202407,파주시,뷰티,1108049.0,1315669.0
202407,파주시,일반외식업,2.6422305E7,2.9228262E7
202407,파주시,제과음료업,5857427.0,6993454.0
202408,파주시,호텔,63945.0,93648.0
202408,파주시,캠핑장/펜션,45853.0,83366.0
202408,파주시,기타숙박,669473.0,638476.0
202408,파주시,여행업,74464.0,109025.0
202408,파주시,렌터카,14932.0,6107.0
202408,파주시,레저용품쇼핑,1313145.0,1616634.0
202408,파주시,기타관광쇼핑,1.5656636E7,1.6480163E7
202408,파주시,관광유원시설,366978.0,275272.0
202408,파주시,골프장,8880764.0,8919186.0
202408,파주시,기타레저,1416528.0,1754571.0
202408,파주시,문화서비스,713020.0,830204.0
202408,파주시,육상운송,1.4079829E7,1.4133749E7
202408,파주시,대형쇼핑몰,2.8999238E7,2.8162941E7
202408,파주시,의료관광,233390.0,225380.0
202408,파주시,뷰티,1120526.0,1346264.0
202408,파주시,일반외식업,2.8738126E7,2.919591E7
202408,파주시,제과음료업,6749152.0,7228898.0
202409,파주시,호텔,40032.0,97231.0
202409,파주시,캠핑장/펜션,45843.0,45908.0
202409,파주시,기타숙박,539073.0,650486.0
202409,파주시,여행업,90020.0,74524.0
202409,파주시,육상운송,1.3162188E7,1.5277712E7
202409,파주시,렌터카,7399.0,6473.0
202409,파주시,레저용품쇼핑,1529211.0,1676223.0
202409,파주시,기타관광쇼핑,1.6908602E7,1.8686864E7
202409,파주시,관광유원시설,596219.0,436258.0
202409,파주시,골프장,1.0400333E7,1.1108439E7
202409,파주시,기타레저,1586589.0,1885405.0
202409,파주시,문화서비스,567196.0,465517.0
202409,파주시,대형쇼핑몰,4.0859013E7,3.9201765E7
202409,파주시,의료관광,245509.0,279707.0
202409,파주시,뷰티,1165161.0,1226173.0
202409,파주시,일반외식업,2.7931486E7,2.9492181E7
202409,파주시,제과음료업,6697756.0,7246023.0
