기준년월,기초지자체,중분류,소비액(천원),전년도 지출액
202310,파주시,관광총소비,1.35303826E8,1.49406584E8
202311,파주시,관광총소비,1.08683826E8,1.19065377E8
202312,파주시,관광총소비,1.06565897E8,1.10618619E8
202401,파주시,관광총소비,8.6863711E7,9.9139946E7
202402,파주시,관광총소비,9.6149066E7,9.8611638E7
202403,파주시,관광총소비,1.20135778E8,1.20127774E8
202404,파주시,관광총소비,1.1475795E8,1.19340331E8
202405,파주시,관광총소비,1.2043343E8,1.22954033E8
202406,파주시,관광총소비,1.1394517E8,1.09539424E8
202407,파주시,관광총소비,1.01105179E8,1.12004725E8
202408,파주시,관광총소비,1.09135998E8,1.11099792E8
202409,파주시,관광총소비,1.2237163E8,1.27856888E8
202310,파주시,호텔,79454.0,55599.0
202310,파주시,캠핑장/펜션,40041.0,70422.0
202310,파주시,기타숙박,621487.0,851817.0
202310,파주시,여행업,99802.0,25880.0
202310,파주시,육상운송,1.4415096E7,1.7392176E7
202310,파주시,렌터카,12246.0,0.0
202310,파주시,레저용품쇼핑,2289550.0,1931777.0
202310,파주시,기타관광쇼핑,1.6559302E7,1.8705623E7
202310,파주시,관광유원시설,583981.0,559814.0
202310,파주시,골프장,1.1351998E7,1.3151862E7
202310,파주시,기타레저,2163544.0,2318836.0
202310,파주시,문화서비스,516158.0,488075.0
202310,파주시,대형쇼핑몰,4.8206327E7,5.2970347E7
202310,파주시,의료관광,211092.0,181134.0
202310,파주시,뷰티,1252761.0,1194052.0
202310,파주시,일반외식업,2.9945259E7,3.2308578E7
202310,파주시,제과음료업,6955728.0,7200593.0
202311,파주시,호텔,68153.0,63204.0
202311,파주시,캠핑장/펜션,73155.0,53256.0
202311,파주시,기타숙박,627904.0,755453.0
202311,파주시,여행업,106109.0,12156.0
202311,파주시,육상운송,1.370808E7,1.6102853E7
202311,파주시,렌터카,8331.0,4542.0
202311,파주시,레저용품쇼핑,1910960.0,1872466.0
202311,파주시,기타관광쇼핑,1.5338447E7,1.7329277E7
202311,파주시,관광유원시설,165534.0,246024.0
202311,파주시,골프장,8191488.0,9681651.0
202311,파주시,기타레저,1298071.0,1563233.0
202311,파주시,문화서비스,447687.0,399113.0
202311,파주시,대형쇼핑몰,3.5599849E7,3.7130714E7
202311,파주시,의료관광,197897.0,196864.0
202311,파주시,뷰티,1106159.0,1131666.0
202311,파주시,일반외식업,2.4709013E7,2.6937209E7
202311,파주시,제과음료업,5126988.0,5585698.0
202312,파주시,호텔,92649.0,49756.0
202312,파주시,캠핑장/펜션,81850.0,44166.0
202312,파주시,기타숙박,654666.0,890207.0
202312,파주시,여행업,107471.0,30343.0
202312,파주시,육상운송,1.3017307E7,1.6121689E7
202312,파주시,렌터카,11331.0,315.0
202312,파주시,레저용품쇼핑,1862640.0,1704673.0
202312,파주시,기타관광쇼핑,1.5405778E7,1.6565382E7
202312,파주시,관광유원시설,225058.0,187295.0
202312,파주시,골프장,2730924.0,2447254.0
202312,파주시,기타레저,1418260.0,1401531.0
202312,파주시,문화서비스,900481.0,702801.0
202312,파주시,대형쇼핑몰,3.5386418E7,3.6332802E7
202312,파주시,의료관광,261785.0,250426.0
202312,파주시,뷰티,1227532.0,1213794.0
202312,파주시,일반외식업,2.7176857E7,2.6860096E7
202312,파주시,제과음료업,6004890.0,5816089.0
202401,파주시,호텔,74718.0,44907.0
202401,파주시,캠핑장/펜션,57060.0,48774.0
202401,파주시,기타숙박,559219.0,667486.0
