업종중분류명,지역명,비율
음식,경기도 파주시,31.1
쇼핑,경기도 파주시,22.2
기타관광,경기도 파주시,19.9
문화관광,경기도 파주시,11.7
레저스포츠,경기도 파주시,6.4
숙박,경기도 파주시,5.5
역사관광,경기도 파주시,1.9
자연관광,경기도 파주시,1.1
체험관광,경기도 파주시,0.2
