성/연령,지역명,비율
20대 남성,강원특별자치도 철원군,33.0
50대 남성,강원특별자치도 철원군,9.2
40대 남성,강원특별자치도 철원군,7.8
30대 남성,강원특별자치도 철원군,7.3
50대 여성,강원특별자치도 철원군,6.6
60대 남성,강원특별자치도 철원군,6.3
40대 여성,강원특별자치도 철원군,4.7
20대 여성,강원특별자치도 철원군,4.6
60대 여성,강원특별자치도 철원군,4.4
30대 여성,강원특별자치도 철원군,4.3
10대 남성,강원특별자치도 철원군,3.9
70대 이상 남성,강원특별자치도 철원군,2.6
10대 여성,강원특별자치도 철원군,2.4
70대 이상 여성,강원특별자치도 철원군,2.2
10대 미만 여성,강원특별자치도 철원군,0.6
10대 미만 남성,강원특별자치도 철원군,0.4
