지표 코드,지표명,지표 순위값,지역명
1,방문자유입,19,남양주시
2,숙박방문자 비율,18,남양주시
3,체류시간,94,남양주시
4,목적지 검색량,9,남양주시
5,관광소비,16,남양주시
1,방문자유입,30,용인시 기흥구
2,숙박방문자 비율,50,용인시 기흥구
3,체류시간,153,용인시 기흥구
4,목적지 검색량,24,용인시 기흥구
5,관광소비,17,용인시 기흥구
1,방문자유입,41,파주시
2,숙박방문자 비율,51,파주시
3,체류시간,135,파주시
4,목적지 검색량,6,파주시
5,관광소비,23,파주시
1,방문자유입,36,김포시
2,숙박방문자 비율,36,김포시
3,체류시간,92,김포시
4,목적지 검색량,22,김포시
5,관광소비,19,김포시
