순위,분류,관련 키워드,언급건수
1,기타가족,가족,3905
2,친구,친구,2419
3,회사동료,직원,1697
4,기타가족,엄마,1248
5,부모님,부모,1144
6,친구,친구들,1064
7,싱글,혼자,983
8,자녀,학생,832
9,기타가족,가정,815
10,부모님,부모님,761
11,배우자,남편,739
12,친구,지인,729
13,자녀,아들,728
14,부모님,아빠,719
15,자녀,청소년,718
16,기타가족,동생,690
17,자녀,자녀,569
18,연인,연인,529
19,기타가족,언니,518
20,회사동료,대리,473
21,연인,커플,444
22,기타가족,오빠,421
23,자녀,애들,380
24,배우자,신랑,378
25,부모님,어머니,330
26,회사동료,동료,328
27,회사동료,직원들,322
28,부모님,아버지,280
29,배우자,아내,261
30,부모님,할머니,260
31,기타가족,이모,259
32,학생,초등학생,250
33,연인,남자친구,233
34,싱글,혼자서,218
34,기타가족,형제,218
36,싱글,홀로,194
37,기타가족,형,193
38,기타가족,동서,191
39,배우자,부인,174
40,부모님,할아버지,166
41,자녀,딸,162
42,친구,프렌,154
43,기타가족,장인,151
44,기타가족,식구,146
45,기타가족,조카,137
46,싱글,싱글,129
47,기타가족,형님,123
48,학생,대학생,119
49,자녀,자식,115
50,배우자,남편이랑,112
51,기타가족,누나,110
52,기타가족,자매,107
53,회사동료,부장,105
54,기타가족,패밀리,102
54,부모님,어머님,102
56,배우자,와이프,100
56,자녀,장남,100
58,기타가족,막내,98
59,연인,남친,96
60,기타가족,시댁,95
60,부모님,엄마아빠,95
62,기타가족,친척,90
63,기타가족,효자,86
64,연인,여자친구,83
65,배우자,신부,78
66,배우자,배우자,75
67,기타가족,장모,73
67,학생,초딩,73
69,학생,고등학생,71
70,기타가족,손자,65
71,기타가족,사촌,63
72,싱글,나혼자,61
73,회사동료,임원,60
73,회사동료,사원,60
75,연인,애인,55
76,부모님,엄빠,54
77,기타가족,남동생,51
78,기타가족,남매,50
78,부모님,시부,50
78,회사동료,차장,50
81,기타가족,온가족,49
82,기타가족,삼촌,46
83,기타가족,친지,45
83,기타가족,고모,45
85,부모님,아버님,44
86,기타가족,여동생,43
86,기타가족,가족모두,43
88,학생,중학생,41
89,친구,칭구,40
90,학생,고딩,39
90,자녀,아드님,39
90,기타가족,이모님,39
93,자녀,워킹맘,38
94,부모님,아비,37
95,연인,남친이,36
95,자녀,외동,36
97,부모님,시부모,35
97,자녀,따님,35
99,부모님,친정엄마,34
100,친구,절친,33
100,자녀,장녀,33
102,부모님,외할머니,32
102,기타가족,차남,32
102,부모님,시부모님,32
102,싱글,나홀로,32
106,자녀,딸아이,28
107,부모님,모녀,27
107,기타가족,며느리,27
109,기타가족,형부,26
109,기타가족,사위,26
111,자녀,우리아이,25
111,기타가족,시댁식구,25
111,기타가족,시댁식구들,25
111,자녀,외동아들,25
115,자녀,딸래미,24
115,학생,중1,24
117,연인,여친,23
118,학생,고3,22
118,부모님,아부지,22
118,부모님,장모님,22
118,자녀,큰아이,22
118,친구,동창,22
123,자녀,미성년자,21
123,기타가족,손주,21
125,회사동료,직장동료,20
125,자녀,딸내미,20
125,자녀,우리딸,20
128,부모님,시어머니,19
129,기타가족,막둥이,18
129,자녀,큰딸,18
131,자녀,큰아들,17
131,부모님,시모,17
131,배우자,집사람,17
134,학생,중2,16
134,부모님,울엄마,16
134,부모님,시아버지,16
137,기타가족,친정식구들,15
137,기타가족,외삼촌,15
137,자녀,우리아들,15
137,자녀,딸램,15
137,기타가족,친정식구,15
142,연인,남치니,14
142,자녀,맏아들,14
142,기타가족,태아,14
142,배우자,남편님,14
146,기타가족,손녀,13
146,기타가족,숙부,13
146,자녀,큰애,13
146,친구,베프,13
150,연인,예랑,12
150,자녀,우리아이들,12
150,자녀,울딸,12
150,자녀,울애,12
150,배우자,남펴니,12
150,부모님,할매,12
150,배우자,와이프님,12
150,부모님,조부모,12
150,배우자,마누라,12
159,기타가족,시누,11
159,자녀,둘째아들,11
159,부모님,할머님,11
159,배우자,예랑이,11
163,부모님,증조부,10
163,자녀,울애기,10
163,자녀,저희딸,10
163,학생,중3,10
167,기타가족,이모님들,9
167,자녀,아들내미,9
167,학생,고2,9
167,회사동료,여직원,9
167,기타가족,사촌동생,9
167,연인,예비신랑,9
167,자녀,아들래미,9
167,배우자,마눌,9
167,기타가족,사돈,9
167,배우자,남푠,9
167,기타가족,손주들,9
167,자녀,울아들,9
167,부모님,어무니,9
180,자녀,저희아이,8
180,배우자,예신,8
180,학생,초1,8
180,부모님,장인어른,8
180,친구,룸메,8
180,배우자,남표니,8
180,자녀,차녀,8
180,학생,고삼,8
188,부모님,시어머님,7
188,부모님,시아버님,7
188,연인,예비신부,7
188,부모님,엄니,7
188,배우자,서방,7
188,부모님,할무니,7
188,부모님,외할아버지,7
195,자녀,우리애,6
195,배우자,마님,6
195,배우자,마눌님,6
195,자녀,아들램,6
195,회사동료,회사사람,6
195,자녀,아들녀석,6
201,싱글,독신,5
201,부모님,증조모,5
201,기타가족,올케,5
201,자녀,첫째딸,5
201,부모님,할아부지,5
201,학생,초3,5
201,기타가족,처제,5
201,부모님,시엄마,5
201,자녀,둘째딸,5
201,자녀,외아들,5
201,기타가족,새언니,5
201,부모님,친정어머니,5
201,연인,여친님,5
214,배우자,울신랑,4
214,자녀,둥이들,4
214,부모님,친정아버지,4
214,연인,남친몬,4
