업종중분류명,지역명,비율
음식,경상남도 창원시 진해구,35.0
문화관광,경상남도 창원시 진해구,16.3
기타관광,경상남도 창원시 진해구,14.1
쇼핑,경상남도 창원시 진해구,8.8
레저스포츠,경상남도 창원시 진해구,8.7
자연관광,경상남도 창원시 진해구,7.0
역사관광,경상남도 창원시 진해구,6.3
숙박,경상남도 창원시 진해구,3.8
