성/연령,지역명,비율
50대 남성,경상북도 구미시,12.9
20대 남성,경상북도 구미시,11.1
40대 남성,경상북도 구미시,11.0
30대 남성,경상북도 구미시,10.1
50대 여성,경상북도 구미시,10.0
40대 여성,경상북도 구미시,8.8
20대 여성,경상북도 구미시,8.6
30대 여성,경상북도 구미시,6.7
60대 남성,경상북도 구미시,5.7
60대 여성,경상북도 구미시,3.9
10대 여성,경상북도 구미시,3.7
10대 남성,경상북도 구미시,3.7
70대 이상 남성,경상북도 구미시,1.3
70대 이상 여성,경상북도 구미시,1.3
10대 미만 여성,경상북도 구미시,0.6
10대 미만 남성,경상북도 구미시,0.6
