성/연령,지역명,비율
50대 남성,전북특별자치도 전주시 덕진구,11.3
20대 남성,전북특별자치도 전주시 덕진구,10.6
40대 남성,전북특별자치도 전주시 덕진구,10.0
50대 여성,전북특별자치도 전주시 덕진구,9.8
30대 남성,전북특별자치도 전주시 덕진구,8.5
40대 여성,전북특별자치도 전주시 덕진구,8.5
20대 여성,전북특별자치도 전주시 덕진구,8.3
30대 여성,전북특별자치도 전주시 덕진구,6.9
60대 남성,전북특별자치도 전주시 덕진구,6.7
60대 여성,전북특별자치도 전주시 덕진구,5.2
10대 남성,전북특별자치도 전주시 덕진구,3.9
10대 여성,전북특별자치도 전주시 덕진구,3.6
70대 이상 남성,전북특별자치도 전주시 덕진구,2.8
70대 이상 여성,전북특별자치도 전주시 덕진구,2.6
10대 미만 여성,전북특별자치도 전주시 덕진구,0.8
10대 미만 남성,전북특별자치도 전주시 덕진구,0.6
