RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"160483","20241223","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","장흥군","3명","1박 2일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","모름"
"177679","20241223","10~20만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","경기도","부천시","2명","1박 2일","F","60대 이상","기혼","자녀 독립(막내 결혼)","기타/무직","500~700만원 미만"
"210125","20241223","10~20만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","전라남도","장성군","2명","1박 2일","F","40대","기혼","자녀 성장(막내 중고생)","사무/기술직","300만원 미만"
"255946","20241223","20~30만원 미만","1~3만원 미만","10만원 이상","3~5만원 미만","5~7만원 미만","1만원 미만","1만원 미만","경상북도","안동시/영덕군/울진군","4명","3박 4일","F","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","모름"
"332858","20241223","10~20만원 미만","1~3만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","강원도","고성군","5명 이상","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"359722","20241223","모름","모름","모름","모름","모름","모름","모름","전라남도","해남군","혼자서","1박 2일","M","30대","미혼","미혼","자영업","모름"
"385477","20241223","모름","모름","모름","모름","모름","모름","모름","경상북도","안동시","2명","6박 7일 이상","F","60대 이상","기혼","신혼기(자녀 없음)","사무/기술직","모름"
"394153","20241223","10만원 미만","7~10만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","서울시","모름","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","500~700만원 미만"
"400680","20241223","20~30만원 미만","3~5만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","5~7만원 미만","1만원 미만","부산시","모름","2명","2박 3일","M","30대","기혼","자녀 성장(막내 중고생)","판매/서비스직","300~500만원 미만"
"400936","20241223","40만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","10만원 이상","1만원 미만","전라남도","여수시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","모름"
"412221","20241223","10~20만원 미만","1만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","7~10만원 미만","1만원 미만","충청북도","충주시(구 청원군 포함)","2명","1박 2일","F","20대","미혼","미혼","사무/기술직","모름"
"421092","20241223","30~40만원 미만","10만원 이상","7~10만원 미만","1~3만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","서울시","모름","3명","2박 3일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"421795","20241223","20~30만원 미만","7~10만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","경상북도","경주시","3명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"423985","20241223","20~30만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","5~7만원 미만","1만원 미만","대전시","모름","2명","6박 7일 이상","M","20대","미혼","미혼","대학/대학원생","모름"
"424749","20241223","40만원 이상","10만원 이상","10만원 이상","3~5만원 미만","1만원 미만","7~10만원 미만","1만원 미만","강원도","강릉시","2명","2박 3일","M","20대","미혼","미혼","기능/숙련/일반작업직","모름"
"429455","20241223","10만원 미만","1만원 미만","1~3만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","전라남도","해남군","혼자서","1박 2일","F","20대","미혼","미혼","기타/무직","모름"
"432979","20241223","모름","모름","모름","모름","모름","모름","모름","강원도","강릉시","혼자서","3박 4일","M","20대","미혼","미혼","대학/대학원생","모름"
"437495","20241223","10~20만원 미만","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","완주군","2명","1박 2일","F","60대 이상","기혼","자녀 독립(막내 결혼)","전업주부","모름"
"445936","20241223","10만원 미만","1~3만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","제주도","서귀포시(시내동)/애월읍/제주시(시내동)","혼자서","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"449641","20241223","20~30만원 미만","5~7만원 미만","1만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","강원도","강릉시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"451264","20241223","모름","모름","모름","모름","모름","모름","모름","전라남도","여수시","혼자서","4박 5일","M","20대","미혼","미혼","기능/숙련/일반작업직","모름"
"454408","20241223","모름","모름","모름","모름","모름","모름","모름","충청남도","홍성군","3명","2박 3일","M","20대","미혼","미혼","기능/숙련/일반작업직","모름"
"454830","20241223","20~30만원 미만","5~7만원 미만","5~7만원 미만","10만원 이상","1~3만원 미만","1만원 미만","1만원 미만","제주도","애월읍","혼자서","2박 3일","M","20대","미혼","미혼","대학/대학원생","300~500만원 미만"
"458827","20241223","10만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","경기도","수원시","2명","1박 2일","M","20대","기혼","신혼기(자녀 없음)","사무/기술직","모름"
"462061","20241223","30~40만원 미만","1만원 미만","10만원 이상","1만원 미만","1만원 미만","10만원 이상","1만원 미만","충청남도","보령시","3명","1박 2일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"462673","20241223","10~20만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","속초시","2명","1박 2일","F","20대","미혼","미혼","사무/기술직","모름"
"463260","20241223","10~20만원 미만","1만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","대구시","모름","2명","1박 2일","M","20대","미혼","미혼","대학/대학원생","500~700만원 미만"
"465381","20241223","모름","모름","모름","모름","모름","모름","모름","전라남도","담양군","4명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"465960","20241223","10~20만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","대구시","모름","2명","1박 2일","F","20대","미혼","미혼","기타/무직","모름"
