RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"153748","20250526","20~30만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","구례군/여수시","2명","3박 4일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"155350","20250526","40만원 이상","7~10만원 미만","10만원 이상","10만원 이상","7~10만원 미만","1~3만원 미만","10만원 이상","제주도","대정읍/서귀포시(시내동)/애월읍/제주시(시내동)/한경면","2명","3박 4일","F","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"161621","20250526","30~40만원 미만","5~7만원 미만","3~5만원 미만","5~7만원 미만","10만원 이상","1만원 미만","1만원 미만","서울시","모름","2명","1박 2일","M","30대","미혼","미혼","기능/숙련/일반작업직","500~700만원 미만"
"178870","20250526","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","충청북도","제천시","3명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","경영/관리/전문직","700만원 이상"
"186747","20250526","10만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","충청남도","태안군","2명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"201565","20250526","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","경상북도","청도군","3명","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","판매/서비스직","300~500만원 미만"
"226141","20250526","모름","모름","모름","모름","모름","모름","모름","전라남도","해남군","2명","2박 3일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300만원 미만"
"240062","20250526","20~30만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","3~5만원 미만","3~5만원 미만","대구시","모름","혼자서","3박 4일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"265911","20250526","10~20만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","전라남도","순천시/함평군/해남군","2명","6박 7일 이상","M","30대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
"309319","20250526","20~30만원 미만","10만원 이상","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","경상남도","거제시","4명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"317488","20250526","20~30만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","5~7만원 미만","1만원 미만","경상북도","경주시","5명 이상","1박 2일","M","30대","미혼","미혼","기타/무직","300만원 미만"
"338256","20250526","10~20만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","1만원 미만","경상남도","김해시","2명","2박 3일","M","50대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
"34346","20250526","모름","모름","모름","모름","모름","모름","모름","경상북도","고령군/성주군","4명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","500~700만원 미만"
"343698","20250526","10~20만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","7~10만원 미만","1만원 미만","강원도","속초시","5명 이상","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","500~700만원 미만"
"350061","20250526","10~20만원 미만","1만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","부산시","모름","2명","1박 2일","F","20대","미혼","미혼","사무/기술직","300만원 미만"
"353496","20250526","20~30만원 미만","7~10만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","경상북도","영덕군","5명 이상","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","500~700만원 미만"
"360518","20250526","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","경상남도","진주시/통영시","혼자서","3박 4일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"361047","20250526","10~20만원 미만","1만원 미만","3~5만원 미만","5~7만원 미만","1만원 미만","1~3만원 미만","3~5만원 미만","강원도","원주시","4명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","자영업","300만원 미만"
"363345","20250526","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","대구시","모름","2명","1박 2일","M","30대","미혼","미혼","사무/기술직","모름"
"363634","20250526","20~30만원 미만","3~5만원 미만","5~7만원 미만","3~5만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","전라남도","무안군/신안군","4명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","500~700만원 미만"
"366142","20250526","10만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","경상남도","거제시","3명","1박 2일","M","30대","미혼","미혼","사무/기술직","500~700만원 미만"
"366631","20250526","40만원 이상","5~7만원 미만","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","제주도","대정읍/서귀포시(시내동)/성산읍/안덕면","혼자서","2박 3일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"366813","20250526","10~20만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","충청남도","예산군","3명","1박 2일","M","20대","미혼","미혼","기능/숙련/일반작업직","700만원 이상"
"367209","20250526","모름","모름","모름","모름","모름","모름","모름","강원도","강릉시","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"369607","20250526","20~30만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","순천시/여수시","3명","3박 4일","F","60대 이상","기타","자녀 독립(막내 결혼)","기타/무직","300~500만원 미만"
"37301","20250526","20~30만원 미만","1만원 미만","10만원 이상","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","대전시","모름","4명","6박 7일 이상","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"376323","20250526","10~20만원 미만","1만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","3~5만원 미만","1만원 미만","충청남도","태안군","3명","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","500~700만원 미만"
"380778","20250526","10~20만원 미만","10만원 이상","1만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","강릉시","3명","1박 2일","F","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"391363","20250526","모름","모름","모름","모름","모름","모름","모름","충청북도","충주시(구 청원군 포함)","3명","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300만원 미만"
"391509","20250526","모름","모름","모름","모름","모름","모름","모름","경상남도","사천시","3명","3박 4일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"391895","20250526","10~20만원 미만","1만원 미만","7~10만원 미만","1만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","경상북도","안동시","3명","2박 3일","M","30대","미혼","미혼","기타/무직","300만원 미만"
"392613","20250526","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","속초시","2명","1박 2일","M","40대","미혼","미혼","자영업","700만원 이상"
"394123","20250526","10~20만원 미만","1만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","경기도","동두천시","2명","3박 4일","F","20대","미혼","미혼","사무/기술직","모름"
"394153","20250526","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","충청남도","천안시","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"396387","20250526","30~40만원 미만","1만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","경상북도","상주시","혼자서","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","모름"
"401582","20250526","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","전라남도","영암군/함평군","5명 이상","모름","M","30대","미혼","미혼","기타/무직","500~700만원 미만"
"406530","20250526","모름","모름","모름","모름","모름","모름","모름","전라남도","목포시/여수시","혼자서","모름","F","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","모름"
"409097","20250526","모름","모름","모름","모름","모름","모름","모름","서울시","모름","2명","2박 3일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","500~700만원 미만"
"410806","20250526","30~40만원 미만","1만원 미만","10만원 이상","3~5만원 미만","1~3만원 미만","10만원 이상","1만원 미만","강원도","강릉시/동해시/속초시/양양군","혼자서","3박 4일","M","20대","미혼","미혼","판매/서비스직","모름"
"410829","20250526","10~20만원 미만","3~5만원 미만","3~5만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","강원도","홍천군","5명 이상","1박 2일","M","20대","미혼","미혼","대학/대학원생","700만원 이상"
"411094","20250526","10만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","울산시","모름","2명","1박 2일","M","20대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
"411884","20250526","모름","모름","모름","모름","모름","모름","모름","경기도","양평군","2명","4박 5일","M","30대","미혼","미혼","대학/대학원생","모름"
"415766","20250526","10~20만원 미만","3~5만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","장흥군","2명","1박 2일","M","60대 이상","기혼","자녀 독립(막내 결혼)","기타/무직","300~500만원 미만"
"417877","20250526","20~30만원 미만","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","전라남도","강진군","혼자서","1박 2일","M","40대","미혼","미혼","자영업","300~500만원 미만"
"420288","20250526","모름","모름","모름","모름","모름","모름","모름","전라북도","군산시","3명","1박 2일","F","20대","미혼","미혼","사무/기술직","모름"
"423754","20250526","20~30만원 미만","3~5만원 미만","7~10만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","강원도","속초시","2명","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
