RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"216418","20241014","10~20만원 미만","1만원 미만","7~10만원 미만","7~10만원 미만","1만원 미만","1만원 미만","1만원 미만","대구시","모름","혼자서","1박 2일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"335281","20241014","10만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","서울시","모름","2명","1박 2일","M","30대","기혼","신혼기(자녀 없음)","사무/기술직","300~500만원 미만"
"337881","20241014","모름","모름","모름","모름","모름","모름","모름","서울시","모름","2명","3박 4일","F","20대","미혼","미혼","사무/기술직","모름"
"366668","20241014","30~40만원 미만","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","강원도","정선군/태백시","5명 이상","2박 3일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"366675","20241014","모름","모름","모름","모름","모름","모름","모름","부산시","모름","혼자서","3박 4일","M","20대","미혼","미혼","대학/대학원생","모름"
"393015","20241014","10~20만원 미만","1~3만원 미만","7~10만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","강릉시","5명 이상","2박 3일","M","20대","미혼","미혼","사무/기술직","300만원 미만"
"394187","20241014","30~40만원 미만","10만원 이상","10만원 이상","1만원 미만","1~3만원 미만","1만원 미만","7~10만원 미만","경상남도","진주시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","모름"
"395942","20241014","모름","모름","모름","모름","모름","모름","모름","강원도","삼척시/춘천시","2명","3박 4일","F","30대","기혼","신혼기(자녀 없음)","사무/기술직","300~500만원 미만"
"428582","20241014","40만원 이상","10만원 이상","10만원 이상","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","모름"
"431746","20241014","40만원 이상","1만원 미만","10만원 이상","10만원 이상","5~7만원 미만","10만원 이상","5~7만원 미만","강원도","강릉시","4명","4박 5일","M","20대","미혼","미혼","대학/대학원생","700만원 이상"
"443855","20241014","10만원 미만","1만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","영천시","5명 이상","1박 2일","M","20대","미혼","미혼","대학/대학원생","모름"
