RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"287361","20241007","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","강원도","춘천시/횡성군","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","500~700만원 미만"
"53322341","20241007","10~20만원 미만","5~7만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","강원도","속초시","2명","3박 4일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53322349","20241007","40만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","10만원 이상","강원도","강릉시/속초시","2명","4박 5일","F","60대 이상","기혼","자녀 성인(막내 대학)","판매/서비스직","300만원 미만"
"53322442","20241007","40만원 이상","5~7만원 미만","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","강원도","속초시/양양군/태백시","5명 이상","1박 2일","F","50대","기혼","자녀 유아&성장(막내 입학전~초등생)","경영/관리/전문직","700만원 이상"
"53322450","20241007","30~40만원 미만","10만원 이상","1만원 미만","7~10만원 미만","1만원 미만","1만원 미만","7~10만원 미만","충청남도","홍성군","2명","2박 3일","M","60대 이상","기혼","자녀 독립(막내 결혼)","사무/기술직","500~700만원 미만"
"53323543","20241007","30~40만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","5~7만원 미만","1만원 미만","강원도","평창군","2명","2박 3일","M","30대","미혼","미혼","사무/기술직","500~700만원 미만"
"53323556","20241007","10~20만원 미만","1~3만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","대전시","모름","3명","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","경영/관리/전문직","700만원 이상"
"53323764","20241007","모름","모름","모름","모름","모름","모름","모름","충청북도","괴산군/음성군","5명 이상","1박 2일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","700만원 이상"
"53323871","20241007","30~40만원 미만","1만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","강원도","횡성군","2명","1박 2일","M","40대","기혼","자녀 성인(막내 대학)","사무/기술직","300~500만원 미만"
"53323990","20241007","20~30만원 미만","10만원 이상","3~5만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","강릉시","2명","4박 5일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53324033","20241007","20~30만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","3명","1박 2일","F","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","700만원 이상"
"53324455","20241007","모름","모름","모름","모름","모름","모름","모름","부산시","모름","4명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"53325058","20241007","10~20만원 미만","5~7만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","경주시","모름","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53325148","20241007","40만원 이상","10만원 이상","10만원 이상","1만원 미만","1만원 미만","5~7만원 미만","1만원 미만","경상남도","사천시","5명 이상","6박 7일 이상","F","60대 이상","기혼","자녀 독립(막내 결혼)","전업주부","700만원 이상"
"53325195","20241007","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","인천시","모름","2명","1박 2일","M","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53325421","20241007","20~30만원 미만","10만원 이상","5~7만원 미만","7~10만원 미만","1만원 미만","1~3만원 미만","1만원 미만","서울시","모름","혼자서","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"53325444","20241007","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","3명","5박 6일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"53325671","20241007","10~20만원 미만","3~5만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시","4명","2박 3일","F","30대","미혼","미혼","사무/기술직","500~700만원 미만"
"53325835","20241007","30~40만원 미만","10만원 이상","5~7만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","경상북도","경주시","2명","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","300~500만원 미만"
"53325901","20241007","20~30만원 미만","7~10만원 미만","3~5만원 미만","10만원 이상","3~5만원 미만","1만원 미만","1만원 미만","전라남도","목포시/순천시","2명","2박 3일","F","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53326504","20241007","10만원 미만","1만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","충청북도","제천시/충주시(구 청원군 포함)","3명","1박 2일","F","50대","미혼","미혼","기타/무직","500~700만원 미만"
"53326770","20241007","10~20만원 미만","1만원 미만","5~7만원 미만","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","전주시","2명","4박 5일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"53327211","20241007","모름","모름","모름","모름","모름","모름","모름","경상남도","통영시","4명","2박 3일","M","20대","미혼","미혼","기타/무직","모름"
"53327274","20241007","40만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","5~7만원 미만","1만원 미만","부산시","모름","혼자서","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53327281","20241007","40만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","10만원 이상","1만원 미만","강원도","속초시","3명","2박 3일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","700만원 이상"
"53327404","20241007","모름","모름","모름","모름","모름","모름","모름","전라남도","신안군","5명 이상","1박 2일","F","60대 이상","기혼","자녀 독립(막내 결혼)","전업주부","300만원 미만"
"53327719","20241007","20~30만원 미만","5~7만원 미만","10만원 이상","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","강원도","고성군/속초시/양양군","5명 이상","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","판매/서비스직","700만원 이상"
"53327931","20241007","30~40만원 미만","10만원 이상","10만원 이상","1~3만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","강원도","속초시","3명","2박 3일","F","30대","미혼","미혼","경영/관리/전문직","700만원 이상"
"53327952","20241007","10~20만원 미만","1만원 미만","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","2명","6박 7일 이상","M","50대","기혼","신혼기(자녀 없음)","사무/기술직","300~500만원 미만"
"53328041","20241007","40만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","5~7만원 미만","1만원 미만","강원도","속초시","3명","2박 3일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"53328713","20241007","40만원 이상","10만원 이상","5~7만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","5~7만원 미만","제주도","대정읍/서귀포시(시내동)/안덕면/애월읍/제주시(시내동)/조천읍/추자면","혼자서","5박 6일","M","30대","미혼","미혼","자영업","700만원 이상"
"53329070","20241007","40만원 이상","1만원 미만","10만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","경상남도","통영시","2명","5박 6일","F","40대","미혼","미혼","사무/기술직","300만원 미만"
"53329089","20241007","20~30만원 미만","10만원 이상","7~10만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","충청남도","태안군","2명","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","사무/기술직","500~700만원 미만"
"53329251","20241007","10만원 미만","1만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","충청북도","제천시","혼자서","2박 3일","F","20대","미혼","미혼","대학/대학원생","모름"
"53329274","20241007","모름","모름","모름","모름","모름","모름","모름","대구시","모름","혼자서","1박 2일","F","20대","미혼","미혼","기타/무직","모름"
"53329331","20241007","30~40만원 미만","10만원 이상","7~10만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","충청남도","보령시","2명","2박 3일","M","50대","기혼","자녀 성인(막내 대학)","기타/무직","300~500만원 미만"
"53329479","20241007","10만원 미만","1만원 미만","1만원 미만","1~3만원 미만","1만원 미만","3~5만원 미만","1만원 미만","서울시","모름","5명 이상","1박 2일","F","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","전업주부","700만원 이상"
"53329939","20241007","모름","모름","모름","모름","모름","모름","모름","강원도","평창군","3명","3박 4일","M","30대","미혼","미혼","기타/무직","모름"
"53329964","20241007","20~30만원 미만","1만원 미만","10만원 이상","1~3만원 미만","1만원 미만","1만원 미만","1~3만원 미만","강원도","삼척시","5명 이상","2박 3일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"53330120","20241007","10~20만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","경상북도","경주시","5명 이상","1박 2일","F","30대","미혼","미혼","사무/기술직","500~700만원 미만"
