RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
53322261,20240101,30~40만원 미만,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,1~3만원 미만,3~5만원 미만,전라북도,무주군,2명,2박 3일,M,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
53322272,20240101,20~30만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,충청남도,예산군,5명 이상,2박 3일,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53322366,20240101,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,전라북도,군산시,4명,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,300만원 미만
53322646,20240101,모름,모름,모름,모름,모름,모름,모름,충청남도,서천군,5명 이상,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53322894,20240101,10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,남양주시,4명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53323474,20240101,모름,모름,모름,모름,모름,모름,모름,강원도,평창군,5명 이상,2박 3일,F,20대,미혼,미혼,사무/기술직,700만원 이상
53323774,20240101,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,양산시,2명,3박 4일,M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,300~500만원 미만
53323829,20240101,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,충청북도,제천시,2명,4박 5일,M,60대 이상,기혼,자녀 독립(막내 결혼),경영/관리/전문직,700만원 이상
53323870,20240101,20~30만원 미만,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53324023,20240101,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시/속초시/평창군,2명,2박 3일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
