RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"151887","20240930","10~20만원 미만","5~7만원 미만","1~3만원 미만","5~7만원 미만","1만원 미만","3~5만원 미만","1만원 미만","경상남도","김해시","3명","6박 7일 이상","M","30대","미혼","미혼","기타/무직","300~500만원 미만"
"157150","20240930","10~20만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","경상북도","구미시","2명","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"183947","20240930","모름","모름","모름","모름","모름","모름","모름","대구시","모름","2명","1박 2일","F","60대 이상","기혼","자녀 독립(막내 결혼)","판매/서비스직","300~500만원 미만"
"256121","20240930","10만원 미만","1만원 미만","1만원 미만","1~3만원 미만","1만원 미만","1만원 미만","5~7만원 미만","울산시","모름","2명","1박 2일","F","60대 이상","기타","자녀 성인(막내 대학)","전업주부","300만원 미만"
"317937","20240930","20~30만원 미만","7~10만원 미만","7~10만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시/동해시","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","300만원 미만"
"364458","20240930","10만원 미만","1~3만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","제주도","서귀포시(시내동)/제주시(시내동)","2명","1박 2일","M","30대","기혼","신혼기(자녀 없음)","사무/기술직","300~500만원 미만"
"364843","20240930","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1~3만원 미만","10만원 이상","1만원 미만","부산시","모름","2명","2박 3일","F","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"383279","20240930","모름","모름","모름","모름","모름","모름","모름","대구시","모름","2명","6박 7일 이상","F","20대","미혼","미혼","사무/기술직","500~700만원 미만"
"391206","20240930","40만원 이상","10만원 이상","7~10만원 미만","10만원 이상","1만원 미만","1만원 미만","1만원 미만","서울시","모름","혼자서","3박 4일","M","20대","미혼","미혼","대학/대학원생","모름"
"406160","20240930","20~30만원 미만","1만원 미만","1만원 미만","5~7만원 미만","5~7만원 미만","10만원 이상","1만원 미만","서울시","모름","혼자서","1박 2일","F","20대","미혼","미혼","기타/무직","500~700만원 미만"
"409527","20240930","40만원 이상","1만원 미만","10만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","경기도","수원시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"411574","20240930","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","5~7만원 미만","1만원 미만","강원도","평창군","3명","1박 2일","F","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"412276","20240930","30~40만원 미만","1만원 미만","10만원 이상","1~3만원 미만","5~7만원 미만","10만원 이상","1만원 미만","서울시","모름","혼자서","2박 3일","F","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"421795","20240930","20~30만원 미만","7~10만원 미만","5~7만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","충청북도","단양군","4명","3박 4일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","700만원 이상"
"424043","20240930","모름","모름","모름","모름","모름","모름","모름","경기도","수원시","혼자서","1박 2일","M","20대","미혼","미혼","대학/대학원생","모름"
"424404","20240930","10만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","혼자서","1박 2일","M","20대","미혼","미혼","대학/대학원생","500~700만원 미만"
"424547","20240930","모름","모름","모름","모름","모름","모름","모름","광주시","모름","4명","4박 5일","M","20대","미혼","미혼","사무/기술직","500~700만원 미만"
"426032","20240930","10~20만원 미만","3~5만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","경기도","양평군","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","300만원 미만"
"433226","20240930","10~20만원 미만","1만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","3~5만원 미만","1만원 미만","경상북도","울진군","3명","3박 4일","F","60대 이상","기타","자녀 성인(막내 대학)","기능/숙련/일반작업직","300만원 미만"
"439927","20240930","10~20만원 미만","1~3만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","전라남도","순천시/여수시","5명 이상","1박 2일","M","30대","기혼","신혼기(자녀 없음)","기능/숙련/일반작업직","300~500만원 미만"
"442741","20240930","모름","모름","모름","모름","모름","모름","모름","부산시","모름","혼자서","5박 6일","M","20대","미혼","미혼","대학/대학원생","모름"
"447283","20240930","10~20만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","3~5만원 미만","1만원 미만","부산시","모름","5명 이상","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","모름"
"451594","20240930","모름","모름","모름","모름","모름","모름","모름","서울시","모름","2명","1박 2일","M","20대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"451634","20240930","모름","모름","모름","모름","모름","모름","모름","충청남도","천안시","4명","1박 2일","M","20대","미혼","미혼","기타/무직","모름"
"454752","20240930","모름","모름","모름","모름","모름","모름","모름","인천시","모름","2명","1박 2일","M","20대","미혼","미혼","대학/대학원생","300~500만원 미만"
"454830","20240930","10만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","혼자서","2박 3일","M","20대","미혼","미혼","대학/대학원생","300만원 미만"
"455893","20240930","10만원 미만","3~5만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","군산시","5명 이상","1박 2일","M","30대","기혼","신혼기(자녀 없음)","사무/기술직","500~700만원 미만"
