RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"53322197","20250407","10만원 미만","1만원 미만","7~10만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","대전시","모름","5명 이상","1박 2일","M","30대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"53322272","20250407","30~40만원 미만","7~10만원 미만","10만원 이상","1만원 미만","5~7만원 미만","1만원 미만","3~5만원 미만","인천시","모름","2명","1박 2일","M","60대 이상","기혼","자녀 독립(막내 결혼)","기능/숙련/일반작업직","500~700만원 미만"
"53322314","20250407","10만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","1만원 미만","경상북도","영덕군","4명","1박 2일","M","50대","기혼","자녀 성장(막내 중고생)","자영업","500~700만원 미만"
"53322330","20250407","20~30만원 미만","5~7만원 미만","10만원 이상","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","대전시","모름","4명","2박 3일","F","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"53322893","20250407","10~20만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","경기도","의왕시","4명","3박 4일","M","50대","기혼","자녀 성장(막내 중고생)","경영/관리/전문직","300만원 미만"
"53323094","20250407","10~20만원 미만","5~7만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","전라북도","군산시/전주시","5명 이상","1박 2일","M","60대 이상","기혼","자녀 독립(막내 결혼)","기타/무직","500~700만원 미만"
"53323133","20250407","40만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","전라북도","임실군","2명","모름","M","50대","기혼","자녀 유아&성장(막내 입학전~초등생)","기능/숙련/일반작업직","300만원 미만"
"53323550","20250407","10~20만원 미만","1만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","10만원 이상","경기도","고양시/구리시/성남시/하남시","혼자서","1박 2일","M","40대","미혼","미혼","기능/숙련/일반작업직","300~500만원 미만"
"53323752","20250407","모름","모름","모름","모름","모름","모름","모름","강원도","강릉시","5명 이상","1박 2일","F","20대","미혼","미혼","판매/서비스직","모름"
"53323990","20250407","40만원 이상","10만원 이상","10만원 이상","1만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","속초시","5명 이상","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","경영/관리/전문직","700만원 이상"
"53324372","20250407","모름","모름","모름","모름","모름","모름","모름","강원도","강릉시","3명","1박 2일","F","30대","기타","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","모름"
"53324429","20250407","10~20만원 미만","3~5만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","대구시","모름","3명","1박 2일","F","30대","미혼","미혼","사무/기술직","300만원 미만"
"53324455","20250407","모름","모름","모름","모름","모름","모름","모름","부산시","모름","4명","2박 3일","M","20대","미혼","미혼","대학/대학원생","모름"
"53324938","20250407","10~20만원 미만","5~7만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","1만원 미만","강원도","양양군","2명","1박 2일","M","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","300만원 미만"
"53325330","20250407","40만원 이상","1만원 미만","10만원 이상","5~7만원 미만","10만원 이상","1만원 미만","10만원 이상","경기도","양평군","5명 이상","1박 2일","M","60대 이상","기혼","자녀 독립(막내 결혼)","기능/숙련/일반작업직","300~500만원 미만"
"53325444","20250407","10~20만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","1만원 미만","1~3만원 미만","1만원 미만","전라북도","전주시","2명","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"53325527","20250407","40만원 이상","7~10만원 미만","10만원 이상","10만원 이상","1~3만원 미만","5~7만원 미만","1~3만원 미만","전라남도","여수시","4명","2박 3일","F","50대","기혼","자녀 성장(막내 중고생)","전업주부","300~500만원 미만"
"53325645","20250407","30~40만원 미만","10만원 이상","3~5만원 미만","7~10만원 미만","3~5만원 미만","1~3만원 미만","5~7만원 미만","강원도","속초시","5명 이상","4박 5일","M","40대","기혼","자녀 성장(막내 중고생)","사무/기술직","700만원 이상"
"53325661","20250407","10만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","강원도","양양군","4명","1박 2일","M","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","모름"
"53325912","20250407","20~30만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","1만원 미만","부산시","모름","2명","1박 2일","F","40대","기혼","자녀 성장(막내 중고생)","자영업","모름"
"53326199","20250407","30~40만원 미만","10만원 이상","10만원 이상","1만원 미만","1만원 미만","3~5만원 미만","1만원 미만","강원도","강릉시/동해시/속초시/영월군","2명","4박 5일","F","50대","기혼","자녀 성인(막내 대학)","전업주부","300~500만원 미만"
"53326341","20250407","모름","모름","모름","모름","모름","모름","모름","강원도","속초시","5명 이상","2박 3일","F","40대","기혼","자녀 유아&성장(막내 입학전~초등생)","사무/기술직","300~500만원 미만"
"53326350","20250407","20~30만원 미만","5~7만원 미만","5~7만원 미만","5~7만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","강원도","강릉시","2명","1박 2일","M","50대","기혼","자녀 성장(막내 중고생)","사무/기술직","700만원 이상"
"53326663","20250407","10~20만원 미만","5~7만원 미만","1만원 미만","3~5만원 미만","1~3만원 미만","1만원 미만","1만원 미만","서울시","모름","2명","1박 2일","M","30대","미혼","미혼","사무/기술직","300~500만원 미만"
