RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
255474,20240624,모름,모름,모름,모름,모름,모름,모름,경상남도,진주시,3명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
261549,20240624,40만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,경상남도,통영시/하동군,5명 이상,2박 3일,F,60대 이상,기타,자녀 성인(막내 대학),기타/무직,300~500만원 미만
317504,20240624,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,부산시,모름,5명 이상,1박 2일,F,60대 이상,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
321410,20240624,모름,모름,모름,모름,모름,모름,모름,경상남도,거제시,5명 이상,1박 2일,F,20대,미혼,미혼,사무/기술직,300만원 미만
349516,20240624,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,제주도,성산읍,2명,3박 4일,M,20대,미혼,미혼,사무/기술직,300만원 미만
380906,20240624,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,10만원 이상,제주도,서귀포시(시내동)/성산읍/애월읍/제주시(시내동),5명 이상,3박 4일,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만
381500,20240624,10~20만원 미만,7~10만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,경주시,2명,1박 2일,M,20대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만
393813,20240624,모름,모름,모름,모름,모름,모름,모름,부산시,모름,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
412347,20240624,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,강원도,강릉시,혼자서,1박 2일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만
422097,20240624,10~20만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,강원도,춘천시,3명,3박 4일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만
422782,20240624,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,대구시,모름,2명,모름,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
424749,20240624,40만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,7~10만원 미만,1만원 미만,부산시,모름,2명,3박 4일,M,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
444973,20240624,20~30만원 미만,5~7만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,20대,미혼,미혼,사무/기술직,300~500만원 미만
447024,20240624,20~30만원 미만,10만원 이상,1~3만원 미만,7~10만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라남도,완도군,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
451823,20240624,모름,모름,모름,모름,모름,모름,모름,부산시,모름,혼자서,5박 6일,M,20대,미혼,미혼,사무/기술직,300만원 미만
456285,20240624,모름,모름,모름,모름,모름,모름,모름,경기도,포천시,5명 이상,1박 2일,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만
458323,20240624,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,서울시,모름,2명,1박 2일,M,20대,미혼,미혼,대학/대학원생,모름
458602,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,경상남도,양산시,혼자서,4박 5일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만
458733,20240624,10~20만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,춘천시,4명,2박 3일,M,20대,미혼,미혼,대학/대학원생,모름
467021,20240624,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,서울시,모름,4명,2박 3일,M,20대,미혼,미혼,사무/기술직,300~500만원 미만
474829,20240624,20~30만원 미만,5~7만원 미만,3~5만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,부산시,모름,혼자서,1박 2일,M,20대,미혼,미혼,대학/대학원생,300만원 미만
474832,20240624,모름,모름,모름,모름,모름,모름,모름,경기도,용인시,2명,2박 3일,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만
474847,20240624,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,경상북도,안동시,3명,2박 3일,M,20대,미혼,미혼,대학/대학원생,300만원 미만
474881,20240624,10만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,3명,1박 2일,M,20대,미혼,미혼,사무/기술직,300만원 미만
474962,20240624,10~20만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,가평군,5명 이상,1박 2일,M,20대,미혼,미혼,판매/서비스직,300~500만원 미만
474986,20240624,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,혼자서,1박 2일,M,20대,미혼,미혼,대학/대학원생,700만원 이상
475004,20240624,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시/동해시/속초시/태백시/평창군,2명,2박 3일,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
475019,20240624,모름,모름,모름,모름,모름,모름,모름,제주도,서귀포시(시내동),4명,2박 3일,M,20대,미혼,미혼,기능/숙련/일반작업직,300만원 미만
475037,20240624,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,인천시,모름,2명,1박 2일,M,20대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만
53322450,20240624,20~30만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,전라북도,군산시,5명 이상,2박 3일,M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,500~700만원 미만
53322868,20240624,모름,모름,모름,모름,모름,모름,모름,강원도,강릉시,혼자서,1박 2일,F,20대,기타,신혼기(자녀 없음),기타/무직,모름
53322944,20240624,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,300~500만원 미만
53322998,20240624,모름,모름,모름,모름,모름,모름,모름,강원도,고성군,2명,6박 7일 이상,F,30대,미혼,미혼,경영/관리/전문직,300만원 미만
53323086,20240624,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,경기도,가평군,5명 이상,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,500~700만원 미만
53323185,20240624,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,전라남도,담양군,2명,2박 3일,F,20대,미혼,미혼,대학/대학원생,500~700만원 미만
53323301,20240624,20~30만원 미만,3~5만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,강릉시,5명 이상,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53323309,20240624,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,양주시,5명 이상,1박 2일,M,30대,미혼,미혼,사무/기술직,500~700만원 미만
53323331,20240624,모름,모름,모름,모름,모름,모름,모름,부산시,모름,2명,2박 3일,M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,300~500만원 미만
