RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
160483,20240729,10만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,천안시,5명 이상,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
186769,20240729,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,경상남도,거제시,3명,1박 2일,F,60대 이상,기타,자녀 성인(막내 대학),기타/무직,300만원 미만
216418,20240729,10~20만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,충청남도,당진시,5명 이상,1박 2일,M,20대,미혼,미혼,사무/기술직,300~500만원 미만
241664,20240729,30~40만원 미만,1만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,서울시,모름,4명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
283061,20240729,모름,모름,모름,모름,모름,모름,모름,강원도,동해시,2명,1박 2일,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
301183,20240729,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,포항시,혼자서,1박 2일,F,60대 이상,기타,자녀 독립(막내 결혼),사무/기술직,300만원 미만
323309,20240729,모름,모름,모름,모름,모름,모름,모름,충청남도,당진시/태안군,4명,1박 2일,F,20대,미혼,미혼,경영/관리/전문직,300만원 미만
339300,20240729,30~40만원 미만,1만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,경기도,하남시,2명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,500~700만원 미만
360481,20240729,모름,모름,모름,모름,모름,모름,모름,강원도,속초시,3명,1박 2일,M,20대,미혼,미혼,기능/숙련/일반작업직,700만원 이상
371473,20240729,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청남도,세종특별자치시,3명,4박 5일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,500~700만원 미만
380609,20240729,모름,모름,모름,모름,모름,모름,모름,부산시,모름,5명 이상,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
382842,20240729,20~30만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,강원도,양양군,2명,1박 2일,F,40대,기혼,자녀 성인(막내 대학),자영업,700만원 이상
402076,20240729,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,1만원 미만,강원도,양양군,5명 이상,2박 3일,M,20대,미혼,미혼,사무/기술직,700만원 이상
