RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
"165173","20241104","30~40만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1~3만원 미만","1만원 미만","서울시","모름","5명 이상","1박 2일","F","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","300~500만원 미만"
"194194","20241104","모름","모름","모름","모름","모름","모름","모름","전라남도","여수시","2명","1박 2일","F","60대 이상","기혼","신혼기(자녀 없음)","전업주부","300만원 미만"
"215059","20241104","모름","모름","모름","모름","모름","모름","모름","서울시","모름","5명 이상","3박 4일","F","20대","미혼","미혼","기타/무직","모름"
"241664","20241104","40만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","제주도","성산읍","5명 이상","3박 4일","F","60대 이상","기혼","자녀 성인(막내 대학)","기타/무직","700만원 이상"
"244403","20241104","30~40만원 미만","3~5만원 미만","10만원 이상","7~10만원 미만","1~3만원 미만","1~3만원 미만","1만원 미만","제주도","애월읍","3명","2박 3일","M","60대 이상","기혼","자녀 성인(막내 대학)","사무/기술직","500~700만원 미만"
"261761","20241104","20~30만원 미만","5~7만원 미만","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","1만원 미만","대전시","모름","2명","1박 2일","M","20대","미혼","미혼","사무/기술직","300만원 미만"
"277705","20241104","모름","모름","모름","모름","모름","모름","모름","제주도","구좌읍","2명","3박 4일","F","20대","기혼","신혼기(자녀 없음)","사무/기술직","모름"
"337036","20241104","30~40만원 미만","7~10만원 미만","10만원 이상","3~5만원 미만","3~5만원 미만","3~5만원 미만","1만원 미만","강원도","강릉시","2명","1박 2일","F","50대","기혼","자녀 성인(막내 대학)","사무/기술직","700만원 이상"
"366631","20241104","40만원 이상","10만원 이상","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","1만원 미만","제주도","구좌읍/제주시(시내동)","혼자서","2박 3일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"380951","20241104","모름","모름","모름","모름","모름","모름","모름","강원도","속초시","4명","1박 2일","M","20대","미혼","미혼","대학/대학원생","모름"
"391939","20241104","모름","모름","모름","모름","모름","모름","모름","전라남도","영광군","5명 이상","2박 3일","F","60대 이상","기혼","자녀 독립(막내 결혼)","판매/서비스직","300만원 미만"
"420941","20241104","20~30만원 미만","7~10만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1~3만원 미만","경상북도","영덕군","4명","1박 2일","M","20대","미혼","미혼","판매/서비스직","300만원 미만"
"424258","20241104","20~30만원 미만","10만원 이상","10만원 이상","5~7만원 미만","1만원 미만","3~5만원 미만","1만원 미만","충청남도","보령시","2명","2박 3일","M","20대","미혼","미혼","대학/대학원생","300~500만원 미만"
"427475","20241104","10만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","1~3만원 미만","대구시","모름","4명","6박 7일 이상","M","20대","미혼","미혼","판매/서비스직","모름"
"432154","20241104","10~20만원 미만","5~7만원 미만","1~3만원 미만","1~3만원 미만","3~5만원 미만","1만원 미만","1만원 미만","강원도","강릉시","4명","2박 3일","M","20대","미혼","미혼","사무/기술직","700만원 이상"
"432795","20241104","30~40만원 미만","10만원 이상","5~7만원 미만","5~7만원 미만","7~10만원 미만","1~3만원 미만","1만원 미만","강원도","강릉시","3명","1박 2일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
"433233","20241104","40만원 이상","10만원 이상","10만원 이상","10만원 이상","1만원 미만","10만원 이상","10만원 이상","강원도","삼척시/춘천시","2명","3박 4일","F","60대 이상","기혼","자녀 독립(막내 결혼)","전업주부","모름"
"436443","20241104","20~30만원 미만","10만원 이상","5~7만원 미만","1~3만원 미만","1만원 미만","1만원 미만","1만원 미만","서울시","모름","2명","2박 3일","M","20대","미혼","미혼","경영/관리/전문직","300~500만원 미만"
"444295","20241104","모름","모름","모름","모름","모름","모름","모름","경상북도","경주시","2명","3박 4일","M","20대","미혼","미혼","사무/기술직","모름"
"451829","20241104","모름","모름","모름","모름","모름","모름","모름","경기도","고양시","3명","4박 5일","M","20대","미혼","미혼","기타/무직","모름"
"451861","20241104","10~20만원 미만","10만원 이상","1만원 미만","3~5만원 미만","1만원 미만","1~3만원 미만","1만원 미만","전라남도","여수시","2명","2박 3일","M","20대","미혼","미혼","사무/기술직","300~500만원 미만"
