기준연월,동반유형명,언급건수
202112,기타가족,11188
202112,친구,5208
202112,자녀,5127
202112,부모님,5016
202112,회사동료,4291
202112,배우자,2512
202112,싱글,2055
202112,연인,1762
202112,학생,924
