업종중분류명,지역명,비율
음식,경상남도 김해시,46.0
쇼핑,경상남도 김해시,20.8
문화관광,경상남도 김해시,10.5
레저스포츠,경상남도 김해시,7.5
숙박,경상남도 김해시,5.6
기타관광,경상남도 김해시,4.4
역사관광,경상남도 김해시,2.9
자연관광,경상남도 김해시,2.1
체험관광,경상남도 김해시,0.3
