업종중분류명,지역명,비율
음식,인천광역시 서구,51.2
문화관광,인천광역시 서구,15.7
레저스포츠,인천광역시 서구,14.1
쇼핑,인천광역시 서구,10.9
숙박,인천광역시 서구,3.2
기타관광,인천광역시 서구,3.1
자연관광,인천광역시 서구,1.5
역사관광,인천광역시 서구,0.3
체험관광,인천광역시 서구,0.1
