week_label,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE
202501W5,여수여행,여행,국내여행,전라남도,2473,447,2920
202501W5,속초여행,여행,국내여행,강원도,2017,330,2347
202501W5,전주여행,여행,국내여행,전라북도,1945,369,2314
202501W5,대전여행,여행,국내여행,대전광역시,1852,278,2130
202501W5,대구여행,여행,국내여행,대구광역시,1107,115,1222
202501W5,목포여행,여행,국내여행,전라남도,520,151,671
202502W1,부산여행,여행,국내여행,부산광역시,11389,3865,15254
202502W1,제주여행,여행,국내여행,제주특별자치도,7389,1982,9371
202502W1,경주여행,여행,국내여행,경상북도,6117,2364,8481
202502W1,강릉여행,여행,국내여행,강원도,5988,2129,8117
202502W1,군산여행,여행,국내여행,전라북도,5674,1513,7187
202502W1,여수여행,여행,국내여행,전라남도,5227,1682,6909
202502W1,전주여행,여행,국내여행,전라북도,4104,1409,5513
202502W1,대전여행,여행,국내여행,대전광역시,3928,1201,5129
202502W1,속초여행,여행,국내여행,강원도,3706,1317,5023
202502W1,대구여행,여행,국내여행,대구광역시,3559,1030,4589
202502W2,부산여행,여행,국내여행,부산광역시,12041,4113,16154
202502W2,제주여행,여행,국내여행,제주특별자치도,7102,1993,9095
202502W2,경주여행,여행,국내여행,경상북도,6489,2443,8932
202502W2,강릉여행,여행,국내여행,강원도,5827,2241,8068
202502W2,군산여행,여행,국내여행,전라북도,6241,1773,8014
202502W2,여수여행,여행,국내여행,전라남도,5329,1968,7297
202502W2,전주여행,여행,국내여행,전라북도,4659,1657,6316
202502W2,대전여행,여행,국내여행,대전광역시,4570,1549,6119
202502W2,속초여행,여행,국내여행,강원도,4333,1727,6060
202502W2,대구여행,여행,국내여행,대구광역시,2858,778,3636
202502W2,목포여행,여행,국내여행,전라남도,1077,465,1542
202502W3,부산여행,여행,국내여행,부산광역시,12355,4223,16578
202502W3,군산여행,여행,국내여행,전라북도,8458,2180,10638
202502W3,경주여행,여행,국내여행,경상북도,7279,2829,10108
202502W3,강릉여행,여행,국내여행,강원도,6558,2526,9084
202502W3,제주여행,여행,국내여행,제주특별자치도,6840,2039,8879
202502W3,여수여행,여행,국내여행,전라남도,5994,2280,8274
202502W3,전주여행,여행,국내여행,전라북도,5540,2017,7557
202502W3,대전여행,여행,국내여행,대전광역시,5250,1690,6940
202502W3,속초여행,여행,국내여행,강원도,5009,1806,6815
202502W3,대구여행,여행,국내여행,대구광역시,2996,864,3860
202502W3,목포여행,여행,국내여행,전라남도,1174,644,1818
202502W4,부산여행,여행,국내여행,부산광역시,12590,4335,16925
202502W4,군산여행,여행,국내여행,전라북도,9516,2529,12045
202502W4,경주여행,여행,국내여행,경상북도,7440,2835,10275
202502W4,강릉여행,여행,국내여행,강원도,6823,2628,9451
202502W4,여수여행,여행,국내여행,전라남도,6220,2196,8416
202502W4,제주여행,여행,국내여행,제주특별자치도,6247,1703,7950
202502W4,전주여행,여행,국내여행,전라북도,5796,1977,7773
202502W4,대전여행,여행,국내여행,대전광역시,5648,1834,7482
202502W4,속초여행,여행,국내여행,강원도,5366,2018,7384
202502W4,대구여행,여행,국내여행,대구광역시,4512,1447,5959
202503W1,부산여행,여행,국내여행,부산광역시,8688,2358,11046
202503W1,군산여행,여행,국내여행,전라북도,7150,1298,8448
202503W1,제주여행,여행,국내여행,제주특별자치도,6021,1478,7499
202503W1,경주여행,여행,국내여행,경상북도,5579,1847,7426
202503W1,강릉여행,여행,국내여행,강원도,4432,1383,5815
202503W1,여수여행,여행,국내여행,전라남도,4481,1252,5733
202503W1,전주여행,여행,국내여행,전라북도,3909,1109,5018
202503W1,대전여행,여행,국내여행,대전광역시,3724,980,4704
202503W1,속초여행,여행,국내여행,강원도,2930,821,3751
202503W1,대구여행,여행,국내여행,대구광역시,2721,694,3415
202503W1,목포여행,여행,국내여행,전라남도,1038,147,1185
202503W2,부산여행,여행,국내여행,부산광역시,7241,2832,10073
202503W2,제주여행,여행,국내여행,제주특별자치도,6014,2075,8089
202503W2,경주여행,여행,국내여행,경상북도,5583,2302,7885
202503W2,군산여행,여행,국내여행,전라북도,6164,1698,7862
202503W2,강릉여행,여행,국내여행,강원도,4020,1687,5707
202503W2,여수여행,여행,국내여행,전라남도,3919,1526,5445
202503W2,전주여행,여행,국내여행,전라북도,3729,1322,5051
202503W2,대전여행,여행,국내여행,대전광역시,3139,1064,4203
202503W2,대구여행,여행,국내여행,대구광역시,2665,1003,3668
202503W2,속초여행,여행,국내여행,강원도,2366,1116,3482
202503W2,남해여행,여행,국내여행,경상남도,454,61,515
202503W3,부산여행,여행,국내여행,부산광역시,7512,3095,10607
202503W3,제주여행,여행,국내여행,제주특별자치도,6442,2117,8559
202503W3,경주여행,여행,국내여행,경상북도,5528,2550,8078
202503W3,군산여행,여행,국내여행,전라북도,5804,1664,7468
202503W3,여수여행,여행,국내여행,전라남도,4383,1751,6134
202503W3,강릉여행,여행,국내여행,강원도,4236,1805,6041
202503W3,전주여행,여행,국내여행,전라북도,3742,1555,5297
202503W3,속초여행,여행,국내여행,강원도,3168,1190,4358
202503W3,대전여행,여행,국내여행,대전광역시,2977,1165,4142
202503W3,대구여행,여행,국내여행,대구광역시,2508,875,3383
202503W3,남해여행,여행,국내여행,경상남도,315,189,504
202503W4,부산여행,여행,국내여행,부산광역시,7213,2954,10167
202503W4,경주여행,여행,국내여행,경상북도,6660,2552,9212
202503W4,제주여행,여행,국내여행,제주특별자치도,5726,2042,7768
202503W4,군산여행,여행,국내여행,전라북도,5826,1473,7299
202503W4,목포여행,여행,국내여행,전라남도,4733,1475,6208
202503W4,강릉여행,여행,국내여행,강원도,3947,1736,5683
202503W4,여수여행,여행,국내여행,전라남도,4092,1509,5601
202503W4,전주여행,여행,국내여행,전라북도,3725,1411,5136
202503W4,속초여행,여행,국내여행,강원도,3062,1061,4123
202503W4,대전여행,여행,국내여행,대전광역시,3043,1053,4096
202503W5,부산여행,여행,국내여행,부산광역시,3161,867,4028
202503W5,경주여행,여행,국내여행,경상북도,2686,797,3483
202503W5,제주여행,여행,국내여행,제주특별자치도,2674,677,3351
202503W5,군산여행,여행,국내여행,전라북도,2761,482,3243
202503W5,여수여행,여행,국내여행,전라남도,2029,498,2527
202503W5,목포여행,여행,국내여행,전라남도,1937,459,2396
202503W5,강릉여행,여행,국내여행,강원도,1730,544,2274
202503W5,전주여행,여행,국내여행,전라북도,1595,437,2032
202503W5,대전여행,여행,국내여행,대전광역시,1477,354,1831
202503W5,속초여행,여행,국내여행,강원도,913,114,1027
202503W5,대구여행,여행,국내여행,대구광역시,387,181,568
202504W1,부산여행,여행,국내여행,부산광역시,7824,3179,11003
202504W1,경주여행,여행,국내여행,경상북도,6452,2669,9121
202504W1,제주여행,여행,국내여행,제주특별자치도,6147,2236,8383
202504W1,군산여행,여행,국내여행,전라북도,5590,1672,7262
202504W1,여수여행,여행,국내여행,전라남도,4308,1727,6035
202504W1,강릉여행,여행,국내여행,강원도,4099,1691,5790
202504W1,전주여행,여행,국내여행,전라북도,3924,1402,5326
202504W1,목포여행,여행,국내여행,전라남도,3564,1452,5016
202504W1,속초여행,여행,국내여행,강원도,3073,1285,4358
202504W1,대전여행,여행,국내여행,대전광역시,3157,1117,4274
202504W2,부산여행,여행,국내여행,부산광역시,7756,3532,11288
202504W2,경주여행,여행,국내여행,경상북도,6071,2870,8941
202504W2,제주여행,여행,국내여행,제주특별자치도,6127,2183,8310
202504W2,군산여행,여행,국내여행,전라북도,5442,1669,7111
202504W2,전주여행,여행,국내여행,전라북도,4618,1836,6454
202504W2,여수여행,여행,국내여행,전라남도,4398,1962,6360
202504W2,강릉여행,여행,국내여행,강원도,4184,1878,6062
202504W2,목포여행,여행,국내여행,전라남도,3749,1604,5353
202504W2,대전여행,여행,국내여행,대전광역시,3345,1268,4613
202504W2,속초여행,여행,국내여행,강원도,2758,1134,3892
202504W2,남해여행,여행,국내여행,경상남도,414,242,656
202504W3,부산여행,여행,국내여행,부산광역시,8775,3814,12589
202504W3,경주여행,여행,국내여행,경상북도,6338,3086,9424
202504W3,군산여행,여행,국내여행,전라북도,6191,2040,8231
202504W3,제주여행,여행,국내여행,제주특별자치도,5748,2228,7976
202504W3,전주여행,여행,국내여행,전라북도,4735,2197,6932
202504W3,강릉여행,여행,국내여행,강원도,4589,2096,6685
202504W3,여수여행,여행,국내여행,전라남도,4554,2008,6562
202504W3,목포여행,여행,국내여행,전라남도,3783,1668,5451
202504W3,속초여행,여행,국내여행,강원도,3547,1596,5143
202504W3,대전여행,여행,국내여행,대전광역시,3065,1163,4228
202504W3,남해여행,여행,국내여행,경상남도,383,283,666
202504W4,부산여행,여행,국내여행,부산광역시,10091,4177,14268
202504W4,경주여행,여행,국내여행,경상북도,6781,3290,10071
202504W4,군산여행,여행,국내여행,전라북도,7432,2407,9839
202504W4,제주여행,여행,국내여행,제주특별자치도,5673,2027,7700
202504W4,강릉여행,여행,국내여행,강원도,5162,2505,7667
202504W4,여수여행,여행,국내여행,전라남도,5237,2430,7667
202504W4,전주여행,여행,국내여행,전라북도,5055,2121,7176
202504W4,속초여행,여행,국내여행,강원도,3573,1674,5247
202504W4,대전여행,여행,국내여행,대전광역시,3407,1633,5040
202504W4,목포여행,여행,국내여행,전라남도,2857,1483,4340
202504W4,대구여행,여행,국내여행,대구광역시,1786,449,2235
202504W4,남해여행,여행,국내여행,경상남도,467,319,786
202504W5,부산여행,여행,국내여행,부산광역시,3362,1754,5116
202504W5,군산여행,여행,국내여행,전라북도,2343,1046,3389
202504W5,경주여행,여행,국내여행,경상북도,2116,1167,3283
202504W5,여수여행,여행,국내여행,전라남도,1728,955,2683
202504W5,강릉여행,여행,국내여행,강원도,1690,898,2588
202504W5,전주여행,여행,국내여행,전라북도,1590,885,2475
202504W5,속초여행,여행,국내여행,강원도,1373,830,2203
202504W5,제주여행,여행,국내여행,제주특별자치도,1426,657,2083
202504W5,대전여행,여행,국내여행,대전광역시,1277,681,1958
202504W5,목포여행,여행,국내여행,전라남도,1186,686,1872
202505W1,부산여행,여행,국내여행,부산광역시,11986,2530,14516
202505W1,군산여행,여행,국내여행,전라북도,10448,1439,11887
202505W1,경주여행,여행,국내여행,경상북도,7654,1787,9441
202505W1,강릉여행,여행,국내여행,강원도,6203,1432,7635
202505W1,여수여행,여행,국내여행,전라남도,6189,1384,7573
202505W1,전주여행,여행,국내여행,전라북도,6133,1262,7395
202505W1,속초여행,여행,국내여행,강원도,5618,1213,6831
202505W1,목포여행,여행,국내여행,전라남도,5282,1127,6409
202505W1,대전여행,여행,국내여행,대전광역시,4870,1028,5898
202505W1,제주여행,여행,국내여행,제주특별자치도,3046,860,3906
202505W1,대구여행,여행,국내여행,대구광역시,2766,479,3245
202505W2,부산여행,여행,국내여행,부산광역시,7549,3022,10571
202505W2,경주여행,여행,국내여행,경상북도,4959,2329,7288
202505W2,제주여행,여행,국내여행,제주특별자치도,5071,1814,6885
202505W2,군산여행,여행,국내여행,전라북도,5053,1355,6408
202505W2,강릉여행,여행,국내여행,강원도,3993,1704,5697
202505W2,여수여행,여행,국내여행,전라남도,3803,1643,5446
202505W2,전주여행,여행,국내여행,전라북도,3512,1398,4910
202505W2,속초여행,여행,국내여행,강원도,3007,1280,4287
202505W2,목포여행,여행,국내여행,전라남도,2999,1193,4192
202505W2,대전여행,여행,국내여행,대전광역시,2616,1008,3624
202505W2,대구여행,여행,국내여행,대구광역시,443,45,488
202505W3,부산여행,여행,국내여행,부산광역시,7777,3295,11072
202505W3,경주여행,여행,국내여행,경상북도,4916,2277,7193
202505W3,제주여행,여행,국내여행,제주특별자치도,5190,1884,7074
202505W3,군산여행,여행,국내여행,전라북도,5132,1472,6604
202505W3,강릉여행,여행,국내여행,강원도,4251,1884,6135
202505W3,여수여행,여행,국내여행,전라남도,3879,1695,5574
202505W3,전주여행,여행,국내여행,전라북도,3731,1461,5192
202505W3,속초여행,여행,국내여행,강원도,3123,1476,4599
202505W3,대전여행,여행,국내여행,대전광역시,3055,1173,4228
202505W3,목포여행,여행,국내여행,전라남도,2900,1115,4015
202505W4,부산여행,여행,국내여행,부산광역시,7163,2954,10117
202505W4,군산여행,여행,국내여행,전라북도,5666,1612,7278
202505W4,경주여행,여행,국내여행,경상북도,4743,2181,6924
202505W4,제주여행,여행,국내여행,제주특별자치도,4771,1977,6748
202505W4,여수여행,여행,국내여행,전라남도,4683,2049,6732
202505W4,강릉여행,여행,국내여행,강원도,4353,1919,6272
202505W4,전주여행,여행,국내여행,전라북도,3437,1467,4904
202505W4,속초여행,여행,국내여행,강원도,3137,1564,4701
202505W4,대전여행,여행,국내여행,대전광역시,2949,1179,4128
202505W4,목포여행,여행,국내여행,전라남도,2961,1069,4030
202505W4,가평여행,여행,국내여행,경기도,0,0,0
202505W4,강남여행,여행,국내여행,서울특별시,0,0,0
202505W4,강동여행,여행,국내여행,서울특별시,0,0,0
202505W4,강북여행,여행,국내여행,서울특별시,0,0,0
202505W4,강서여행,여행,국내여행,서울특별시,0,0,0
202505W4,강진여행,여행,국내여행,전라남도,0,0,0
202505W4,강화여행,여행,국내여행,인천광역시,0,0,0
202505W4,거제여행,여행,국내여행,경상남도,0,0,0
202505W4,거창여행,여행,국내여행,경상남도,0,0,0
202505W5,부산여행,여행,국내여행,부산광역시,3906,1530,5436
202505W5,군산여행,여행,국내여행,전라북도,3835,905,4740
202505W5,경주여행,여행,국내여행,경상북도,2557,1034,3591
202505W5,여수여행,여행,국내여행,전라남도,2371,894,3265
202505W5,제주여행,여행,국내여행,제주특별자치도,2100,927,3027
202505W5,강릉여행,여행,국내여행,강원도,2072,893,2965
202505W5,전주여행,여행,국내여행,전라북도,1870,632,2502
202505W5,속초여행,여행,국내여행,강원도,1679,698,2377
202505W5,목포여행,여행,국내여행,전라남도,1599,507,2106
202505W5,통영여행,여행,국내여행,경상남도,1151,206,1357
202505W5,대전여행,여행,국내여행,대전광역시,443,262,705
202506W1,부산여행,여행,국내여행,부산광역시,9831,2800,12631
202506W1,군산여행,여행,국내여행,전라북도,8989,1647,10636
202506W1,여수여행,여행,국내여행,전라남도,6924,1944,8868
202506W1,경주여행,여행,국내여행,경상북도,6262,1919,8181
202506W1,강릉여행,여행,국내여행,강원도,6021,1872,7893
202506W1,제주여행,여행,국내여행,제주특별자치도,5274,2547,7821
202506W1,속초여행,여행,국내여행,강원도,5006,1486,6492
202506W1,전주여행,여행,국내여행,전라북도,5030,1417,6447
202506W1,목포여행,여행,국내여행,전라남도,4274,1147,5421
202506W1,대전여행,여행,국내여행,대전광역시,3936,1105,5041
202506W1,통영여행,여행,국내여행,경상남도,722,84,806
202506W2,부산여행,여행,국내여행,부산광역시,7276,3083,10359
202506W2,제주여행,여행,국내여행,제주특별자치도,5313,3232,8545
202506W2,여수여행,여행,국내여행,전라남도,4522,1778,6300
202506W2,강릉여행,여행,국내여행,강원도,4431,1845,6276
202506W2,경주여행,여행,국내여행,경상북도,4160,1826,5986
202506W2,군산여행,여행,국내여행,전라북도,4301,1247,5548
202506W2,속초여행,여행,국내여행,강원도,3335,1490,4825
202506W2,대전여행,여행,국내여행,대전광역시,3049,1124,4173
202506W2,전주여행,여행,국내여행,전라북도,2880,1143,4023
202506W2,목포여행,여행,국내여행,전라남도,2283,880,3163
202506W2,대구여행,여행,국내여행,대구광역시,321,128,449
202506W3,부산여행,여행,국내여행,부산광역시,7791,3286,11077
202506W3,제주여행,여행,국내여행,제주특별자치도,5087,3865,8952
202506W3,강릉여행,여행,국내여행,강원도,4349,2029,6378
202506W3,여수여행,여행,국내여행,전라남도,4321,2028,6349
202506W3,경주여행,여행,국내여행,경상북도,4038,1698,5736
202506W3,군산여행,여행,국내여행,전라북도,4477,1231,5708
202506W3,속초여행,여행,국내여행,강원도,3522,1533,5055
202506W3,대전여행,여행,국내여행,대전광역시,2943,1167,4110
202506W3,전주여행,여행,국내여행,전라북도,2773,1118,3891
202506W3,목포여행,여행,국내여행,전라남도,2624,1138,3762
202506W4,부산여행,여행,국내여행,부산광역시,8734,3700,12434
202506W4,제주여행,여행,국내여행,제주특별자치도,5631,3855,9486
202506W4,여수여행,여행,국내여행,전라남도,4979,2320,7299
202506W4,강릉여행,여행,국내여행,강원도,4840,2070,6910
202506W4,경주여행,여행,국내여행,경상북도,4508,1919,6427
202506W4,군산여행,여행,국내여행,전라북도,4823,1374,6197
202506W4,속초여행,여행,국내여행,강원도,3865,1638,5503
202506W4,목포여행,여행,국내여행,전라남도,3114,1366,4480
202506W4,대전여행,여행,국내여행,대전광역시,3256,1187,4443
202506W4,전주여행,여행,국내여행,전라북도,2688,912,3600
202506W4,남해여행,여행,국내여행,경상남도,430,287,717
202506W5,부산여행,여행,국내여행,부산광역시,2972,921,3893
202506W5,제주여행,여행,국내여행,제주특별자치도,1739,1181,2920
202506W5,군산여행,여행,국내여행,전라북도,1949,365,2314
202506W5,여수여행,여행,국내여행,전라남도,1699,607,2306
202506W5,강릉여행,여행,국내여행,강원도,1620,570,2190
202506W5,경주여행,여행,국내여행,경상북도,1426,518,1944
202506W5,속초여행,여행,국내여행,강원도,1412,513,1925
202506W5,목포여행,여행,국내여행,전라남도,1076,328,1404
202506W5,대전여행,여행,국내여행,대전광역시,1006,289,1295
202506W5,남해여행,여행,국내여행,경상남도,426,324,750
202506W5,전주여행,여행,국내여행,전라북도,494,116,610
202507W1,부산여행,여행,국내여행,부산광역시,9729,3930,13659
202507W1,제주여행,여행,국내여행,제주특별자치도,6115,4124,10239
202507W1,강릉여행,여행,국내여행,강원도,5543,2611,8154
202507W1,여수여행,여행,국내여행,전라남도,5466,2470,7936
202507W1,속초여행,여행,국내여행,강원도,4564,2168,6732
202507W1,군산여행,여행,국내여행,전라북도,4993,1535,6528
202507W1,경주여행,여행,국내여행,경상북도,4456,1920,6376
202507W1,목포여행,여행,국내여행,전라남도,3429,1461,4890
202507W1,대전여행,여행,국내여행,대전광역시,3377,1380,4757
202507W1,남해여행,여행,국내여행,경상남도,2362,1096,3458
202507W1,통영여행,여행,국내여행,경상남도,886,407,1293
202507W2,부산여행,여행,국내여행,부산광역시,1366,736,2102
202507W2,제주여행,여행,국내여행,제주특별자치도,760,668,1428
202507W2,강릉여행,여행,국내여행,강원도,799,547,1346
202507W2,여수여행,여행,국내여행,전라남도,752,434,1186
202507W2,속초여행,여행,국내여행,강원도,669,445,1114
202507W2,경주여행,여행,국내여행,경상북도,607,393,1000
202507W2,군산여행,여행,국내여행,전라북도,581,297,878
202507W2,대전여행,여행,국내여행,대전광역시,497,303,800
202507W2,목포여행,여행,국내여행,전라남도,432,338,770
202507W2,남해여행,여행,국내여행,경상남도,442,296,738
