기간,기준년월,기초지자체,중분류,소비액(천원) (내국인),소비액(천원) (외국인)
23.10~24.09,202310,파주시,기타숙박,621487.0,79955.0
23.10~24.09,202310,파주시,대형쇼핑몰,48206327.0,2091612.0
23.10~24.09,202310,파주시,레저용품쇼핑,2289550.0,7960.0
23.10~24.09,202310,파주시,렌터카,12246.0,150.0
23.10~24.09,202310,파주시,문화서비스,516158.0,8607.0
23.10~24.09,202310,파주시,뷰티,1252761.0,150925.0
23.10~24.09,202310,파주시,여행업,99802.0,1598.0
23.10~24.09,202310,파주시,육상운송,14415096.0,16766.0
23.10~24.09,202310,파주시,의료관광,211092.0,38723.0
23.10~24.09,202310,파주시,일반외식업,29945259.0,302805.0
23.10~24.09,202310,파주시,제과음료업,6955728.0,60089.0
23.10~24.09,202310,파주시,캠핑장/펜션,40041.0,40.0
23.10~24.09,202310,파주시,호텔,79454.0,27864.0
23.10~24.09,202311,파주시,골프장,8191488.0,30439.0
23.10~24.09,202311,파주시,관광유원시설,165534.0,1008.0
23.10~24.09,202311,파주시,관광총소비,108683826.0,2539734.0
23.10~24.09,202311,파주시,기타관광쇼핑,15338447.0,462913.0
23.10~24.09,202311,파주시,기타레저,1298071.0,27313.0
23.10~24.09,202311,파주시,기타숙박,627904.0,45213.0
23.10~24.09,202311,파주시,대형쇼핑몰,35599849.0,1560596.0
23.10~24.09,202311,파주시,레저용품쇼핑,1910960.0,29186.0
23.10~24.09,202311,파주시,렌터카,8331.0,100.0
23.10~24.09,202311,파주시,문화서비스,447687.0,5244.0
23.10~24.09,202311,파주시,뷰티,1106159.0,61136.0
23.10~24.09,202311,파주시,여행업,106109.0,
23.10~24.09,202311,파주시,육상운송,13708080.0,16455.0
23.10~24.09,202311,파주시,의료관광,197897.0,28361.0
23.10~24.09,202311,파주시,일반외식업,24709013.0,224044.0
23.10~24.09,202311,파주시,제과음료업,5126988.0,40519.0
23.10~24.09,202311,파주시,캠핑장/펜션,73155.0,1225.0
23.10~24.09,202311,파주시,호텔,68153.0,5983.0
23.10~24.09,202312,파주시,골프장,2730924.0,6626.0
23.10~24.09,202312,파주시,관광유원시설,225058.0,1706.0
23.10~24.09,202312,파주시,관광총소비,106565897.0,2339257.0
23.10~24.09,202312,파주시,기타관광쇼핑,15405778.0,333705.0
23.10~24.09,202312,파주시,기타레저,1418260.0,25554.0
23.10~24.09,202312,파주시,기타숙박,654666.0,42236.0
23.10~24.09,202312,파주시,대형쇼핑몰,35386418.0,1638105.0
23.10~24.09,202312,파주시,레저용품쇼핑,1862640.0,7821.0
23.10~24.09,202312,파주시,렌터카,11331.0,248.0
23.10~24.09,202312,파주시,문화서비스,900481.0,2932.0
23.10~24.09,202312,파주시,뷰티,1227532.0,15839.0
23.10~24.09,202312,파주시,여행업,107471.0,0.0
23.10~24.09,202312,파주시,육상운송,13017307.0,12073.0
23.10~24.09,202312,파주시,의료관광,261785.0,36846.0
23.10~24.09,202312,파주시,일반외식업,27176857.0,172882.0
23.10~24.09,202312,파주시,제과음료업,6004890.0,32599.0
23.10~24.09,202312,파주시,캠핑장/펜션,81850.0,110.0
23.10~24.09,202312,파주시,호텔,92649.0,9977.0
23.10~24.09,202401,파주시,골프장,1324306.0,2566.0
23.10~24.09,202401,파주시,관광유원시설,160267.0,714.0
23.10~24.09,202401,파주시,관광총소비,86863711.0,1734426.0
23.10~24.09,202401,파주시,기타관광쇼핑,14188124.0,255227.0
23.10~24.09,202401,파주시,기타레저,1195358.0,16132.0
23.10~24.09,202401,파주시,기타숙박,559219.0,17435.0
23.10~24.09,202401,파주시,대형쇼핑몰,24607407.0,1191267.0
23.10~24.09,202401,파주시,레저용품쇼핑,1123545.0,6558.0
23.10~24.09,202401,파주시,렌터카,13786.0,94.0
23.10~24.09,202401,파주시,문화서비스,524635.0,7062.0
23.10~24.09,202401,파주시,뷰티,1234263.0,29371.0
23.10~24.09,202401,파주시,여행업,74952.0,
23.10~24.09,202401,파주시,육상운송,11595652.0,10381.0
23.10~24.09,202401,파주시,의료관광,196581.0,16641.0
23.10~24.09,202401,파주시,일반외식업,24402811.0,149848.0
23.10~24.09,202401,파주시,제과음료업,5531026.0,29023.0
23.10~24.09,202401,파주시,캠핑장/펜션,57060.0,733.0
23.10~24.09,202401,파주시,호텔,74718.0,1374.0
23.10~24.09,202402,파주시,골프장,2918393.0,8906.0
23.10~24.09,202402,파주시,관광유원시설,229259.0,619.0
23.10~24.09,202402,파주시,관광총소비,96149066.0,1622975.0
23.10~24.09,202402,파주시,기타관광쇼핑,15550551.0,250350.0
23.10~24.09,202402,파주시,기타레저,1286374.0,16403.0
23.10~24.09,202402,파주시,기타숙박,505179.0,29735.0
23.10~24.09,202402,파주시,대형쇼핑몰,30279975.0,1076972.0
23.10~24.09,202402,파주시,레저용품쇼핑,1405028.0,4568.0
23.10~24.09,202402,파주시,렌터카,8863.0,
23.10~24.09,202402,파주시,문화서비스,645278.0,1899.0
23.10~24.09,202402,파주시,뷰티,1296130.0,25979.0
23.10~24.09,202402,파주시,여행업,112667.0,0.0
23.10~24.09,202402,파주시,육상운송,11084770.0,10334.0
23.10~24.09,202402,파주시,의료관광,215141.0,17576.0
23.10~24.09,202402,파주시,일반외식업,24532147.0,126825.0
23.10~24.09,202402,파주시,제과음료업,5974116.0,48248.0
23.10~24.09,202402,파주시,캠핑장/펜션,35639.0,
23.10~24.09,202402,파주시,호텔,69555.0,4560.0
23.10~24.09,202403,파주시,골프장,8589930.0,31299.0
23.10~24.09,202403,파주시,관광유원시설,322987.0,1936.0
23.10~24.09,202403,파주시,관광총소비,120135778.0,2481481.0
23.10~24.09,202403,파주시,기타관광쇼핑,15634280.0,617588.0
23.10~24.09,202403,파주시,기타레저,1482192.0,49675.0
23.10~24.09,202403,파주시,기타숙박,591839.0,37324.0
23.10~24.09,202403,파주시,대형쇼핑몰,41592639.0,1377634.0
23.10~24.09,202403,파주시,레저용품쇼핑,1709997.0,12462.0
23.10~24.09,202403,파주시,렌터카,34162.0,82.0
23.10~24.09,202403,파주시,문화서비스,734877.0,3467.0
23.10~24.09,202403,파주시,뷰티,1361603.0,24867.0
23.10~24.09,202403,파주시,여행업,51457.0,
23.10~24.09,202403,파주시,육상운송,12430481.0,14223.0
23.10~24.09,202403,파주시,의료관광,273617.0,13846.0
23.10~24.09,202403,파주시,일반외식업,28706258.0,216516.0
23.10~24.09,202403,파주시,제과음료업,6514664.0,69606.0
23.10~24.09,202403,파주시,캠핑장/펜션,49577.0,1794.0
23.10~24.09,202403,파주시,호텔,55219.0,9163.0
23.10~24.09,202404,파주시,골프장,10843331.0,43805.0
23.10~24.09,202404,파주시,관광유원시설,476719.0,951.0
23.10~24.09,202404,파주시,관광총소비,114757950.0,3068701.0
23.10~24.09,202404,파주시,기타관광쇼핑,15758001.0,790693.0
23.10~24.09,202404,파주시,기타레저,1608890.0,56008.0
23.10~24.09,202404,파주시,기타숙박,570095.0,72534.0
23.10~24.09,202404,파주시,대형쇼핑몰,35757396.0,1645170.0
23.10~24.09,202404,파주시,레저용품쇼핑,1853943.0,10897.0
23.10~24.09,202404,파주시,렌터카,8152.0,294.0
23.10~24.09,202404,파주시,문화서비스,579256.0,1698.0
23.10~24.09,202404,파주시,뷰티,1097350.0,31381.0
23.10~24.09,202404,파주시,여행업,60252.0,18.0
23.10~24.09,202404,파주시,육상운송,12787452.0,10010.0
23.10~24.09,202404,파주시,의료관광,206052.0,29071.0
23.10~24.09,202404,파주시,일반외식업,27001884.0,306076.0
23.10~24.09,202404,파주시,제과음료업,6015093.0,56973.0
23.10~24.09,202404,파주시,캠핑장/펜션,61476.0,270.0
23.10~24.09,202404,파주시,호텔,72608.0,12853.0
23.10~24.09,202405,파주시,골프장,11966227.0,42700.0
23.10~24.09,202405,파주시,관광유원시설,433859.0,1604.0
23.10~24.09,202405,파주시,관광총소비,120433430.0,2988405.0
23.10~24.09,202405,파주시,기타관광쇼핑,16552526.0,742591.0
23.10~24.09,202405,파주시,기타레저,1767238.0,49825.0
23.10~24.09,202405,파주시,기타숙박,619642.0,96697.0
23.10~24.09,202405,파주시,대형쇼핑몰,33817133.0,1555560.0
23.10~24.09,202405,파주시,레저용품쇼핑,2885862.0,14992.0
23.10~24.09,202405,파주시,렌터카,7509.0,
23.10~24.09,202405,파주시,문화서비스,666619.0,3154.0
23.10~24.09,202405,파주시,뷰티,1284726.0,19486.0
23.10~24.09,202405,파주시,여행업,114442.0,0.0
23.10~24.09,202405,파주시,육상운송,13056312.0,37127.0
23.10~24.09,202405,파주시,의료관광,233609.0,53817.0
23.10~24.09,202405,파주시,일반외식업,30269315.0,297153.0
23.10~24.09,202405,파주시,제과음료업,6648671.0,65479.0
23.10~24.09,202405,파주시,캠핑장/펜션,48450.0,0.0
23.10~24.09,202405,파주시,호텔,61288.0,8220.0
23.10~24.09,202406,파주시,골프장,11833727.0,54019.0
23.10~24.09,202406,파주시,관광유원시설,456580.0,3734.0
23.10~24.09,202406,파주시,관광총소비,113945170.0,2857299.0
23.10~24.09,202406,파주시,기타관광쇼핑,16154738.0,742537.0
23.10~24.09,202406,파주시,기타레저,1686315.0,50921.0
23.10~24.09,202406,파주시,기타숙박,640288.0,103856.0
23.10~24.09,202406,파주시,대형쇼핑몰,32695002.0,1385646.0
23.10~24.09,202406,파주시,레저용품쇼핑,1831325.0,8096.0
23.10~24.09,202406,파주시,렌터카,8312.0,291.0
23.10~24.09,202406,파주시,문화서비스,651312.0,4410.0
23.10~24.09,202406,파주시,뷰티,1154693.0,23953.0
23.10~24.09,202406,파주시,여행업,73638.0,7910.0
23.10~24.09,202406,파주시,육상운송,12199835.0,23805.0
23.10~24.09,202406,파주시,의료관광,245511.0,48406.0
23.10~24.09,202406,파주시,일반외식업,27893092.0,333276.0
23.10~24.09,202406,파주시,제과음료업,6320366.0,57561.0
23.10~24.09,202406,파주시,캠핑장/펜션,56638.0,40.0
23.10~24.09,202406,파주시,호텔,43797.0,8838.0
23.10~24.09,202407,파주시,골프장,8648543.0,39009.0
23.10~24.09,202407,파주시,관광유원시설,320078.0,2794.0
23.10~24.09,202407,파주시,관광총소비,101105179.0,2497992.0
23.10~24.09,202407,파주시,기타관광쇼핑,15035887.0,547971.0
23.10~24.09,202407,파주시,기타레저,1383483.0,42950.0
23.10~24.09,202407,파주시,기타숙박,609814.0,122891.0
23.10~24.09,202407,파주시,대형쇼핑몰,25978980.0,1298508.0
23.10~24.09,202407,파주시,레저용품쇼핑,1534231.0,11612.0
23.10~24.09,202407,파주시,렌터카,3506.0,772.0
23.10~24.09,202407,파주시,문화서비스,673473.0,2052.0
23.10~24.09,202407,파주시,뷰티,1108049.0,29342.0
23.10~24.09,202407,파주시,여행업,66522.0,0.0
23.10~24.09,202407,파주시,육상운송,13194028.0,22522.0
23.10~24.09,202407,파주시,의료관광,187017.0,39770.0
23.10~24.09,202407,파주시,일반외식업,26422305.0,265348.0
23.10~24.09,202407,파주시,제과음료업,5857427.0,66219.0
23.10~24.09,202407,파주시,캠핑장/펜션,34746.0,1514.0
23.10~24.09,202407,파주시,호텔,47091.0,4720.0
23.10~24.09,202408,파주시,골프장,8880764.0,51201.0
23.10~24.09,202408,파주시,관광유원시설,366978.0,1259.0
23.10~24.09,202408,파주시,관광총소비,109135998.0,2514753.0
23.10~24.09,202408,파주시,기타관광쇼핑,15656636.0,600434.0
23.10~24.09,202408,파주시,기타레저,1416528.0,49089.0
23.10~24.09,202408,파주시,기타숙박,669473.0,112937.0
23.10~24.09,202408,파주시,대형쇼핑몰,28999238.0,1227679.0
23.10~24.09,202408,파주시,레저용품쇼핑,1313145.0,10645.0
23.10~24.09,202408,파주시,렌터카,14932.0,600.0
23.10~24.09,202408,파주시,문화서비스,713020.0,1947.0
23.10~24.09,202408,파주시,뷰티,1120526.0,12355.0
23.10~24.09,202408,파주시,여행업,74464.0,44.0
23.10~24.09,202408,파주시,육상운송,14079829.0,27196.0
23.10~24.09,202408,파주시,의료관광,233390.0,24394.0
23.10~24.09,202408,파주시,일반외식업,28738126.0,288733.0
23.10~24.09,202408,파주시,제과음료업,6749152.0,98361.0
23.10~24.09,202408,파주시,캠핑장/펜션,45853.0,30.0
23.10~24.09,202408,파주시,호텔,63945.0,7851.0
23.10~24.09,202409,파주시,골프장,10400333.0,46008.0
23.10~24.09,202409,파주시,관광유원시설,596219.0,1517.0
23.10~24.09,202409,파주시,관광총소비,122371630.0,2706787.0
23.10~24.09,202409,파주시,기타관광쇼핑,16908602.0,755387.0
23.10~24.09,202409,파주시,기타레저,1586589.0,43210.0
23.10~24.09,202409,파주시,기타숙박,539073.0,76487.0
23.10~24.09,202409,파주시,대형쇼핑몰,40859013.0,1259761.0
23.10~24.09,202409,파주시,레저용품쇼핑,1529211.0,9830.0
23.10~24.09,202409,파주시,렌터카,7399.0,1072.0
23.10~24.09,202409,파주시,문화서비스,567196.0,1315.0
23.10~24.09,202409,파주시,뷰티,1165161.0,21254.0
23.10~24.09,202409,파주시,여행업,90020.0,34.0
23.10~24.09,202409,파주시,육상운송,13162188.0,19985.0
23.10~24.09,202409,파주시,의료관광,245509.0,55884.0
23.10~24.09,202409,파주시,일반외식업,27931486.0,317622.0
23.10~24.09,202409,파주시,제과음료업,6697756.0,78682.0
23.10~24.09,202409,파주시,캠핑장/펜션,45843.0,1370.0
23.10~24.09,202409,파주시,호텔,40032.0,17370.0
24.10~25.09,202410,파주시,골프장,11354949.0,67428.0
24.10~25.09,202410,파주시,관광유원시설,697342.0,4351.0
24.10~25.09,202410,파주시,관광총소비,129573574.0,3636399.0
24.10~25.09,202410,파주시,기타관광쇼핑,16151383.0,987698.0
24.10~25.09,202410,파주시,기타레저,1978941.0,65997.0
24.10~25.09,202410,파주시,기타숙박,599803.0,106619.0
24.10~25.09,202410,파주시,대형쇼핑몰,46408903.0,1775468.0
24.10~25.09,202410,파주시,레저용품쇼핑,2040131.0,28960.0
24.10~25.09,202410,파주시,렌터카,3552.0,170.0
24.10~25.09,202410,파주시,문화서비스,377927.0,1077.0
24.10~25.09,202410,파주시,뷰티,1235309.0,37675.0
24.10~25.09,202410,파주시,여행업,67840.0,134.0
24.10~25.09,202410,파주시,육상운송,13383369.0,24298.0
24.10~25.09,202410,파주시,의료관광,200258.0,67191.0
24.10~25.09,202410,파주시,일반외식업,28686238.0,371258.0
24.10~25.09,202410,파주시,제과음료업,6270068.0,78630.0
24.10~25.09,202410,파주시,캠핑장/펜션,42901.0,2040.0
24.10~25.09,202410,파주시,호텔,74659.0,17404.0
24.10~25.09,202411,파주시,골프장,8834850.0,50218.0
24.10~25.09,202411,파주시,관광유원시설,428673.0,1729.0
24.10~25.09,202411,파주시,관광총소비,115205880.0,3234572.0
24.10~25.09,202411,파주시,기타관광쇼핑,14908988.0,896082.0
24.10~25.09,202411,파주시,기타레저,1483059.0,33101.0
24.10~25.09,202411,파주시,기타숙박,612074.0,270462.0
24.10~25.09,202411,파주시,대형쇼핑몰,41428815.0,1486234.0
24.10~25.09,202411,파주시,레저용품쇼핑,1466043.0,10329.0
24.10~25.09,202411,파주시,렌터카,8910.0,822.0
24.10~25.09,202411,파주시,문화서비스,381740.0,1301.0
24.10~25.09,202411,파주시,뷰티,1245509.0,28563.0
24.10~25.09,202411,파주시,여행업,134230.0,1290.0
24.10~25.09,202411,파주시,육상운송,12804737.0,20318.0
24.10~25.09,202411,파주시,의료관광,202018.0,52172.0
24.10~25.09,202411,파주시,일반외식업,25830819.0,312571.0
24.10~25.09,202411,파주시,제과음료업,5319147.0,55977.0
24.10~25.09,202411,파주시,캠핑장/펜션,49246.0,3750.0
24.10~25.09,202411,파주시,호텔,67022.0,9655.0
24.10~25.09,202412,파주시,골프장,2705287.0,8088.0
24.10~25.09,202412,파주시,관광유원시설,381225.0,3624.0
24.10~25.09,202412,파주시,관광총소비,105244709.0,3195199.0
24.10~25.09,202412,파주시,기타관광쇼핑,14629378.0,738413.0
24.10~25.09,202412,파주시,기타레저,1178187.0,23128.0
24.10~25.09,202412,파주시,기타숙박,606639.0,91411.0
24.10~25.09,202412,파주시,대형쇼핑몰,36885397.0,1859525.0
24.10~25.09,202412,파주시,레저용품쇼핑,1659308.0,9884.0
24.10~25.09,202412,파주시,렌터카,12830.0,280.0
24.10~25.09,202412,파주시,문화서비스,639625.0,2340.0
24.10~25.09,202412,파주시,뷰티,1375026.0,21753.0
24.10~25.09,202412,파주시,여행업,28947.0,
24.10~25.09,202412,파주시,육상운송,12742842.0,21676.0
24.10~25.09,202412,파주시,의료관광,257382.0,54904.0
24.10~25.09,202412,파주시,일반외식업,26326541.0,271643.0
24.10~25.09,202412,파주시,제과음료업,5694699.0,57487.0
24.10~25.09,202412,파주시,캠핑장/펜션,52151.0,14250.0
24.10~25.09,202412,파주시,호텔,69247.0,16793.0
24.10~25.09,202501,파주시,골프장,1421788.0,5431.0
24.10~25.09,202501,파주시,관광유원시설,273536.0,634.0
24.10~25.09,202501,파주시,관광총소비,99766692.0,2355776.0
24.10~25.09,202501,파주시,기타관광쇼핑,14629310.0,503551.0
24.10~25.09,202501,파주시,기타레저,1239952.0,20091.0
24.10~25.09,202501,파주시,기타숙박,506323.0,39766.0
24.10~25.09,202501,파주시,대형쇼핑몰,36071567.0,1367393.0
24.10~25.09,202501,파주시,레저용품쇼핑,1151534.0,11680.0
24.10~25.09,202501,파주시,렌터카,5986.0,176.0
24.10~25.09,202501,파주시,문화서비스,560248.0,1252.0
24.10~25.09,202501,파주시,뷰티,1360307.0,18368.0
24.10~25.09,202501,파주시,여행업,57355.0,
24.10~25.09,202501,파주시,육상운송,11515163.0,35876.0
24.10~25.09,202501,파주시,의료관광,178478.0,42584.0
24.10~25.09,202501,파주시,일반외식업,24969172.0,200564.0
24.10~25.09,202501,파주시,제과음료업,5755114.0,54732.0
24.10~25.09,202501,파주시,캠핑장/펜션,25351.0,24937.0
24.10~25.09,202501,파주시,호텔,45508.0,28740.0
24.10~25.09,202502,파주시,골프장,2239683.0,6026.0
24.10~25.09,202502,파주시,관광유원시설,252436.0,1492.0
24.10~25.09,202502,파주시,관광총소비,84356477.0,1869667.0
24.10~25.09,202502,파주시,기타관광쇼핑,12436319.0,515619.0
24.10~25.09,202502,파주시,기타레저,1020506.0,26081.0
24.10~25.09,202502,파주시,기타숙박,540568.0,50801.0
24.10~25.09,202502,파주시,대형쇼핑몰,26601397.0,922831.0
24.10~25.09,202502,파주시,레저용품쇼핑,1092786.0,8182.0
24.10~25.09,202502,파주시,렌터카,4613.0,100.0
24.10~25.09,202502,파주시,문화서비스,336055.0,643.0
24.10~25.09,202502,파주시,뷰티,1198080.0,17198.0
24.10~25.09,202502,파주시,여행업,81726.0,1420.0
24.10~25.09,202502,파주시,육상운송,11843132.0,18775.0
24.10~25.09,202502,파주시,의료관광,163795.0,43977.0
24.10~25.09,202502,파주시,일반외식업,21848030.0,201362.0
24.10~25.09,202502,파주시,제과음료업,4636710.0,49780.0
24.10~25.09,202502,파주시,캠핑장/펜션,19193.0,4062.0
24.10~25.09,202502,파주시,호텔,41448.0,1316.0
24.10~25.09,202503,파주시,골프장,7674376.0,28067.0
24.10~25.09,202503,파주시,관광유원시설,348813.0,5686.0
24.10~25.09,202503,파주시,관광총소비,117202414.0,2907276.0
24.10~25.09,202503,파주시,기타관광쇼핑,14812928.0,994930.0
24.10~25.09,202503,파주시,기타레저,1323908.0,31286.0
24.10~25.09,202503,파주시,기타숙박,578179.0,87580.0
24.10~25.09,202503,파주시,대형쇼핑몰,41652008.0,1206916.0
24.10~25.09,202503,파주시,레저용품쇼핑,1586539.0,8232.0
24.10~25.09,202503,파주시,렌터카,69361.0,848.0
24.10~25.09,202503,파주시,문화서비스,372615.0,1208.0
24.10~25.09,202503,파주시,뷰티,1402560.0,25647.0
24.10~25.09,202503,파주시,여행업,78146.0,54.0
24.10~25.09,202503,파주시,육상운송,12492597.0,19502.0
24.10~25.09,202503,파주시,의료관광,245085.0,72847.0
24.10~25.09,202503,파주시,일반외식업,28311672.0,333416.0
24.10~25.09,202503,파주시,제과음료업,6162499.0,84333.0
24.10~25.09,202503,파주시,캠핑장/펜션,32246.0,55.0
24.10~25.09,202503,파주시,호텔,58883.0,6668.0
24.10~25.09,202504,파주시,골프장,8911379.0,46861.0
24.10~25.09,202504,파주시,관광유원시설,309522.0,2620.0
24.10~25.09,202504,파주시,관광총소비,103401893.0,3769305.0
24.10~25.09,202504,파주시,기타관광쇼핑,15102695.0,1249259.0
24.10~25.09,202504,파주시,기타레저,1437719.0,37305.0
24.10~25.09,202504,파주시,기타숙박,539668.0,95767.0
24.10~25.09,202504,파주시,대형쇼핑몰,30650026.0,1729962.0
24.10~25.09,202504,파주시,레저용품쇼핑,1420935.0,12258.0
24.10~25.09,202504,파주시,렌터카,6915.0,187.0
24.10~25.09,202504,파주시,문화서비스,348674.0,1546.0
24.10~25.09,202504,파주시,뷰티,1234016.0,26101.0
24.10~25.09,202504,파주시,여행업,74340.0,29.0
24.10~25.09,202504,파주시,육상운송,12410632.0,17176.0
24.10~25.09,202504,파주시,의료관광,171010.0,63633.0
24.10~25.09,202504,파주시,일반외식업,25390877.0,401171.0
24.10~25.09,202504,파주시,제과음료업,5313197.0,76006.0
24.10~25.09,202504,파주시,캠핑장/펜션,23788.0,600.0
24.10~25.09,202504,파주시,호텔,56501.0,8824.0
24.10~25.09,202505,파주시,골프장,11245826.0,54230.0
24.10~25.09,202505,파주시,관광유원시설,624320.0,3467.0
24.10~25.09,202505,파주시,관광총소비,122968994.0,3810662.0
24.10~25.09,202505,파주시,기타관광쇼핑,16289511.0,1135595.0
24.10~25.09,202505,파주시,기타레저,1952396.0,31500.0
24.10~25.09,202505,파주시,기타숙박,616771.0,59522.0
24.10~25.09,202505,파주시,대형쇼핑몰,35994292.0,1949455.0
24.10~25.09,202505,파주시,레저용품쇼핑,1856594.0,18852.0
24.10~25.09,202505,파주시,렌터카,6165.0,303.0
24.10~25.09,202505,파주시,문화서비스,557200.0,1903.0
24.10~25.09,202505,파주시,뷰티,1337930.0,24046.0
24.10~25.09,202505,파주시,여행업,89119.0,
24.10~25.09,202505,파주시,육상운송,13132648.0,19428.0
24.10~25.09,202505,파주시,의료관광,309329.0,36748.0
24.10~25.09,202505,파주시,일반외식업,31946924.0,386998.0
24.10~25.09,202505,파주시,제과음료업,6929237.0,74546.0
24.10~25.09,202505,파주시,캠핑장/펜션,31862.0,300.0
24.10~25.09,202505,파주시,호텔,48872.0,13771.0
24.10~25.09,202506,파주시,골프장,10308423.0,38719.0
24.10~25.09,202506,파주시,관광유원시설,431555.0,3167.0
24.10~25.09,202506,파주시,관광총소비,107420259.0,3419602.0
24.10~25.09,202506,파주시,기타관광쇼핑,15626309.0,1000059.0
24.10~25.09,202506,파주시,기타레저,1515331.0,39488.0
24.10~25.09,202506,파주시,기타숙박,547353.0,54693.0
24.10~25.09,202506,파주시,대형쇼핑몰,29984796.0,1712167.0
24.10~25.09,202506,파주시,레저용품쇼핑,1172664.0,11543.0
24.10~25.09,202506,파주시,렌터카,15548.0,356.0
24.10~25.09,202506,파주시,문화서비스,460119.0,5125.0
24.10~25.09,202506,파주시,뷰티,1146572.0,23218.0
24.10~25.09,202506,파주시,여행업,57652.0,85.0
24.10~25.09,202506,파주시,육상운송,12270644.0,17790.0
24.10~25.09,202506,파주시,의료관광,310271.0,45619.0
24.10~25.09,202506,파주시,일반외식업,27497114.0,382305.0
24.10~25.09,202506,파주시,제과음료업,6007518.0,69702.0
24.10~25.09,202506,파주시,캠핑장/펜션,23342.0,65.0
24.10~25.09,202506,파주시,호텔,45048.0,15501.0
24.10~25.09,202507,파주시,골프장,9116537.0,57481.0
24.10~25.09,202507,파주시,관광유원시설,238012.0,1650.0
24.10~25.09,202507,파주시,관광총소비,103582252.0,3203522.0
24.10~25.09,202507,파주시,기타관광쇼핑,15745860.0,1153198.0
24.10~25.09,202507,파주시,기타레저,1413027.0,46179.0
24.10~25.09,202507,파주시,기타숙박,589530.0,100165.0
24.10~25.09,202507,파주시,대형쇼핑몰,24117829.0,1312152.0
24.10~25.09,202507,파주시,레저용품쇼핑,1406989.0,16250.0
24.10~25.09,202507,파주시,렌터카,11937.0,208.0
24.10~25.09,202507,파주시,문화서비스,563548.0,2477.0
24.10~25.09,202507,파주시,뷰티,1312999.0,18658.0
24.10~25.09,202507,파주시,여행업,81085.0,
24.10~25.09,202507,파주시,육상운송,14207583.0,22140.0
24.10~25.09,202507,파주시,의료관광,282011.0,35777.0
24.10~25.09,202507,파주시,일반외식업,28435245.0,342260.0
24.10~25.09,202507,파주시,제과음료업,5972611.0,61850.0
24.10~25.09,202507,파주시,캠핑장/펜션,24377.0,495.0
24.10~25.09,202507,파주시,호텔,63074.0,32581.0
24.10~25.09,202508,파주시,골프장,8511396.0,37956.0
24.10~25.09,202508,파주시,관광유원시설,366010.0,2264.0
24.10~25.09,202508,파주시,관광총소비,109071267.0,2898874.0
24.10~25.09,202508,파주시,기타관광쇼핑,15740440.0,1027079.0
24.10~25.09,202508,파주시,기타레저,1539415.0,38049.0
24.10~25.09,202508,파주시,기타숙박,639189.0,42993.0
24.10~25.09,202508,파주시,대형쇼핑몰,27978511.0,1270767.0
24.10~25.09,202508,파주시,레저용품쇼핑,1303125.0,11317.0
24.10~25.09,202508,파주시,렌터카,15876.0,180.0
24.10~25.09,202508,파주시,문화서비스,602904.0,1699.0
24.10~25.09,202508,파주시,뷰티,1373404.0,21672.0
24.10~25.09,202508,파주시,여행업,49034.0,0.0
24.10~25.09,202508,파주시,육상운송,13936316.0,20772.0
24.10~25.09,202508,파주시,의료관광,365347.0,30481.0
24.10~25.09,202508,파주시,일반외식업,29818269.0,327560.0
24.10~25.09,202508,파주시,제과음료업,6705684.0,60108.0
24.10~25.09,202508,파주시,캠핑장/펜션,44849.0,40.0
24.10~25.09,202508,파주시,호텔,81499.0,5936.0
24.10~25.09,202509,파주시,골프장,8896439.0,50246.0
24.10~25.09,202509,파주시,관광유원시설,351256.0,2960.0
24.10~25.09,202509,파주시,관광총소비,108225017.0,3191576.0
24.10~25.09,202509,파주시,기타관광쇼핑,16008678.0,1169180.0
24.10~25.09,202509,파주시,기타레저,1322828.0,30078.0
24.10~25.09,202509,파주시,기타숙박,572768.0,33191.0
24.10~25.09,202509,파주시,대형쇼핑몰,31145201.0,1344407.0
24.10~25.09,202509,파주시,레저용품쇼핑,1427889.0,13442.0
24.10~25.09,202509,파주시,렌터카,6403.0,269.0
24.10~25.09,202509,파주시,문화서비스,300734.0,851.0
24.10~25.09,202509,파주시,뷰티,1244065.0,26141.0
24.10~25.09,202509,파주시,여행업,72649.0,7041.0
24.10~25.09,202509,파주시,육상운송,14564694.0,14977.0
24.10~25.09,202509,파주시,의료관광,252899.0,38695.0
24.10~25.09,202509,파주시,일반외식업,26563935.0,389093.0
24.10~25.09,202509,파주시,제과음료업,5375688.0,58423.0
24.10~25.09,202509,파주시,캠핑장/펜션,44908.0,10.0
24.10~25.09,202509,파주시,호텔,73985.0,12571.0
