업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,51.2,2.4
쇼핑업,기타관광쇼핑,51.2,32.1
쇼핑업,대형쇼핑몰,51.2,65.5
숙박업,호텔,0.8,12.1
숙박업,캠핑장/펜션,0.8,5.9
숙박업,기타숙박,0.8,82.1
식음료업,일반외식업,26.1,80.3
식음료업,제과음료업,26.1,19.7
여가서비스업,관광유원시설,5.6,4.5
여가서비스업,골프장,5.6,68.1
여가서비스업,기타레저,5.6,17.4
여가서비스업,문화서비스,5.6,10.0
여행업,여행업,0.0,100.0
운송업,육상운송,15.2,100.0
운송업,렌터카,15.2,0.0
의료웰니스업,의료관광,1.2,18.8
의료웰니스업,뷰티,1.2,81.2
