업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,316625.0
쇼핑업,레저용품쇼핑,4865.0
쇼핑업,기타관광쇼핑,157922.0
숙박업,호텔,16584.0
숙박업,기타숙박,45210.0
식음료업,일반외식업,79080.0
식음료업,제과음료업,10032.0
여가서비스업,관광유원시설,327.0
여가서비스업,골프장,13958.0
여가서비스업,기타레저,1302.0
여가서비스업,문화서비스,563.0
운송업,육상운송,10399.0
의료웰니스업,의료관광,15927.0
의료웰니스업,뷰티,11841.0
