업종중분류명,지역명,비율
음식,광주광역시 서구,49.3
쇼핑,광주광역시 서구,17.5
기타관광,광주광역시 서구,12.4
문화관광,광주광역시 서구,10.0
숙박,광주광역시 서구,8.7
레저스포츠,광주광역시 서구,0.9
자연관광,광주광역시 서구,0.8
역사관광,광주광역시 서구,0.4
체험관광,광주광역시 서구,0.0
