업종중분류명,지역명,비율
음식,경상남도 창원시 마산합포구,51.4
쇼핑,경상남도 창원시 마산합포구,19.1
숙박,경상남도 창원시 마산합포구,9.0
문화관광,경상남도 창원시 마산합포구,8.9
기타관광,경상남도 창원시 마산합포구,5.5
자연관광,경상남도 창원시 마산합포구,4.2
역사관광,경상남도 창원시 마산합포구,1.2
체험관광,경상남도 창원시 마산합포구,0.4
레저스포츠,경상남도 창원시 마산합포구,0.2
