업종중분류명,지역명,비율
음식,부산광역시 북구,49.2
기타관광,부산광역시 북구,17.4
문화관광,부산광역시 북구,9.7
쇼핑,부산광역시 북구,9.2
숙박,부산광역시 북구,8.8
레저스포츠,부산광역시 북구,4.0
자연관광,부산광역시 북구,1.2
역사관광,부산광역시 북구,0.4
체험관광,부산광역시 북구,0.0
