성/연령,지역명,비율
20대 남성,충청북도 청주시 청원구,11.3
50대 남성,충청북도 청주시 청원구,10.0
30대 남성,충청북도 청주시 청원구,9.8
40대 남성,충청북도 청주시 청원구,9.6
50대 여성,충청북도 청주시 청원구,8.5
20대 여성,충청북도 청주시 청원구,8.3
40대 여성,충청북도 청주시 청원구,7.4
60대 남성,충청북도 청주시 청원구,7.2
30대 여성,충청북도 청주시 청원구,6.8
60대 여성,충청북도 청주시 청원구,6.2
10대 남성,충청북도 청주시 청원구,4.2
10대 여성,충청북도 청주시 청원구,3.9
70대 이상 여성,충청북도 청주시 청원구,2.7
70대 이상 남성,충청북도 청주시 청원구,2.7
10대 미만 여성,충청북도 청주시 청원구,0.8
10대 미만 남성,충청북도 청주시 청원구,0.7
