업종중분류명,지역명,비율
음식,대구광역시 동구,30.1
기타관광,대구광역시 동구,26.7
쇼핑,대구광역시 동구,24.9
문화관광,대구광역시 동구,8.0
숙박,대구광역시 동구,5.1
역사관광,대구광역시 동구,2.8
레저스포츠,대구광역시 동구,1.1
자연관광,대구광역시 동구,0.7
체험관광,대구광역시 동구,0.6
