순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1589
2,레포츠,캠핑,894
3,레포츠,빠지,836
4,휴식/힐링,나들이,817
5,기타,투어,692
6,레포츠,등산,383
7,기타,데이트코스,207
8,휴식/힐링,야영,185
9,휴식/힐링,피크닉,159
10,레포츠,글램핑,145
11,레포츠,낚시,142
12,미식,카페투어,141
13,휴식/힐링,생태관광,140
14,휴식/힐링,휴양,139
15,기타,해외여행,109
16,휴식/힐링,불멍,100
17,레포츠,산행,98
18,휴식/힐링,호캉스,89
19,미식,먹부림,86
20,휴식/힐링,즐길거리,77
21,레포츠,레저,71
22,기타,답사,70
23,레포츠,차박,68
24,기타,부산여행,59
24,레포츠,스키,59
26,레포츠,캠크닉,50
26,체험,생태체험,50
28,미식,맛집탐방,49
29,휴식/힐링,드라이브코스,43
30,미식,빵지순례,41
31,휴식/힐링,물멍,40
32,휴식/힐링,신혼여행,38
33,레포츠,오토캠핑,37
34,레포츠,트레킹,36
35,레포츠,서핑,35
36,레포츠,카약,34
37,레포츠,클라이밍,32
38,체험,수학여행,27
39,미식,맛집투어,26
39,미식,바베큐파티,26
41,레포츠,오프로드,24
42,휴식/힐링,테라피,22
43,레포츠,스쿠버,21
43,휴식/힐링,재충전,21
43,레포츠,수상레저,21
46,레포츠,레포츠,20
47,레포츠,트래킹,19
48,레포츠,스노쿨링,18
48,레포츠,바다낚시,18
50,휴식/힐링,힐링여행,17
50,레포츠,수상자전거,17
52,레포츠,스노클링,16
52,미식,고기파티,16
52,레포츠,오픈워터,16
52,레포츠,스킨스쿠버,16
56,레포츠,프리다이빙,15
56,레포츠,짚라인,15
58,레포츠,암벽등반,14
58,레포츠,스킨다이빙,14
58,레포츠,ssi,14
58,레포츠,캠프파이어,14
62,기타,제주여행,13
62,체험,동물체험,13
64,레포츠,바나나보트,12
64,휴식/힐링,일광욕,12
64,체험,농촌체험,12
64,기타,추억여행,12
64,체험,숲체험,12
69,휴식/힐링,노을뷰,11
69,체험,농장체험,11
69,기타,유럽여행,11
72,체험,원예체험,10
72,레포츠,스쿼시,10
72,레포츠,하이킹,10
72,체험,갯벌체험,10
72,휴식/힐링,홈캠핑,10
77,레포츠,padi,9
77,미식,먹킷리스트,9
77,휴식/힐링,홈캉스,9
77,체험,공예체험,9
77,기타,세계여행,9
77,레포츠,산악자전거,9
77,레포츠,캠핑족,9
77,체험,vr체험,9
77,레포츠,골프투어,9
77,체험,먹이주기체험,9
87,기타,도보여행,8
88,기타,제주도여행,7
88,휴식/힐링,근교여행,7
88,체험,수확체험,7
88,레포츠,산악오토바이,7
88,기타,기차여행,7
93,레포츠,감성캠핑,6
93,체험,동물먹이주기체험,6
93,체험,도자기체험,6
93,체험,템플스테이,6
93,체험,공포체험,6
93,체험,시티투어,6
99,휴식/힐링,촌캉스,5
99,레포츠,bmx,5
99,미식,빵투어,5
99,체험,전통놀이체험,5
99,레포츠,패러글라이딩,5
99,레포츠,해양레저,5
99,레포츠,트레일러닝,5
99,레포츠,수상레져,5
99,레포츠,백패킹,5
99,체험,놀이체험,5
109,체험,어촌체험,4
109,휴식/힐링,태교여행,4
109,체험,오프로드체험,4
109,레포츠,오프로드라이딩,4
109,미식,먹방여행,4
109,휴식/힐링,차크닉,4
109,체험,미술체험,4
109,휴식/힐링,북캉스,4
109,미식,삼겹살파티,4
109,휴식/힐링,허니문,4
109,체험,물레체험,4
109,체험,역사체험,4
121,기타,역사여행,3
121,레포츠,래프팅,3
121,레포츠,골프여행,3
121,체험,토끼먹이주기체험,3
121,레포츠,카라반캠핑,3
121,체험,동물먹이체험,3
121,레포츠,해양스포츠,3
121,휴식/힐링,하늘멍,3
121,휴식/힐링,봄여행,3
121,기타,일본여행,3
121,체험,물놀이체험,3
121,체험,공방체험,3
133,레포츠,캠프닉,2
133,레포츠,캠핑여행,2
133,체험,쿠킹클래스,2
133,휴식/힐링,요트투어,2
133,휴식/힐링,우정여행,2
133,레포츠,스케이트보드,2
133,레포츠,스쿠버다이빙,2
133,레포츠,웨이크보드,2
133,체험,치즈체험,2
133,체험,블루베리체험,2
133,체험,승마체험,2
133,체험,염색체험,2
133,레포츠,웨이크서핑,2
133,레포츠,수상스키,2
133,기타,세계일주,2
133,레포츠,애슬레저,2
133,휴식/힐링,농촌여행,2
