업종중분류명,지역명,비율
음식,인천광역시 서구,54.4
문화관광,인천광역시 서구,16.9
레저스포츠,인천광역시 서구,11.4
쇼핑,인천광역시 서구,9.9
숙박,인천광역시 서구,3.6
기타관광,인천광역시 서구,2.4
자연관광,인천광역시 서구,1.0
역사관광,인천광역시 서구,0.4
체험관광,인천광역시 서구,0.1
