업종중분류명,지역명,비율
음식,경상남도 창원시 진해구,47.9
문화관광,경상남도 창원시 진해구,13.1
레저스포츠,경상남도 창원시 진해구,12.0
기타관광,경상남도 창원시 진해구,6.6
쇼핑,경상남도 창원시 진해구,6.0
역사관광,경상남도 창원시 진해구,5.5
숙박,경상남도 창원시 진해구,4.8
자연관광,경상남도 창원시 진해구,4.1
