업종중분류명,지역명,비율
음식,서울특별시 노원구,37.9
쇼핑,서울특별시 노원구,30.1
문화관광,서울특별시 노원구,14.6
레저스포츠,서울특별시 노원구,7.8
기타관광,서울특별시 노원구,3.5
숙박,서울특별시 노원구,2.8
역사관광,서울특별시 노원구,1.5
자연관광,서울특별시 노원구,1.3
체험관광,서울특별시 노원구,0.3
