업종중분류명,지역명,비율
음식,경기도 파주시,41.8
쇼핑,경기도 파주시,15.2
기타관광,경기도 파주시,13.2
문화관광,경기도 파주시,13.1
레저스포츠,경기도 파주시,9.0
숙박,경기도 파주시,4.5
역사관광,경기도 파주시,1.7
자연관광,경기도 파주시,1.2
체험관광,경기도 파주시,0.3
