기준연월,1박,2박,3박,4박,5박,6박,7박이상,전체,전년 1박,전년 2박,전년 3박,전년 4박,전년 5박,전년 6박,전년 7박이상,전년 전체,전년 대비 1박 증감률,전년 대비 2박 증감률,전년 대비 3박 증감률,전년 대비 4박 증감률,전년 대비 5박 증감률,전년 대비 6박 증감률,전년 대비 7박이상 증감률,전년 대비 전체 증감률
202109,66.2,15.5,6.1,3.4,2.0,1.2,5.7,100.0,70.0,12.8,4.8,2.8,2.1,1.3,6.1,100.0,-3.8,2.7,1.3,0.6,-0.1,-0.1,-0.4,0.0
