지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,1043.0,3.01
41113,수원시 권선구,1236.0,2.93
41115,수원시 팔달구,704.0,2.71
41117,수원시 영통구,1044.0,3.05
41131,성남시 수정구,1022.0,2.94
41133,성남시 중원구,1213.0,2.8
41135,성남시 분당구,980.0,3.09
41150,의정부시,1520.0,2.94
41171,안양시 만안구,1087.0,2.87
41173,안양시 동안구,1189.0,2.99
41190,부천시,1512.0,3.02
41210,광명시,857.0,2.89
41220,평택시,2256.0,3.01
41250,동두천시,1334.0,2.8
41271,안산시 상록구,1746.0,3.0
41273,안산시 단원구,1372.0,2.92
41281,고양시 덕양구,1045.0,2.98
41285,고양시 일산동구,927.0,2.98
41287,고양시 일산서구,992.0,2.99
41290,과천시,629.0,3.01
41310,구리시,745.0,2.96
41360,남양주시,1287.0,2.92
41370,오산시,1390.0,2.95
41390,시흥시,1342.0,2.99
41410,군포시,1228.0,2.96
41430,의왕시,626.0,2.86
41450,하남시,923.0,3.04
41461,용인시 처인구,1110.0,2.83
41463,용인시 기흥구,1200.0,3.05
41465,용인시 수지구,1304.0,3.03
41480,파주시,1143.0,2.86
41500,이천시,1020.0,2.89
41550,안성시,1093.0,2.88
41570,김포시,1311.0,2.95
41590,화성시,1516.0,2.9
41610,광주시,1018.0,2.89
41630,양주시,1081.0,2.79
41650,포천시,1152.0,2.59
41670,여주시,981.0,2.73
41800,연천군,1109.0,2.58
41820,가평군,954.0,2.33
41830,양평군,788.0,2.52
